name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,id,shirtNumber,dateOfBirthTimestamp,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,preferredFoot,contractUntilTimestamp,proposedMarketValue,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Federico Redondo,Federico Redondo,,federico-redondo,F. Redondo,M,5,188.0,1573,1117026,5.0,1042848000.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,7800000.0,7800000.0,EUR,,,
Lisandro López,,,lisandro-lopez,L. López,F,7,175.0,305,13207,7.0,415411200.0,Sarmiento,sarmiento,Sarmiento,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,6873,CAS,False,False,0,42338,AR,Argentina,#006600,#006600,#006600,AR,Argentina,Right,1703980800.0,195000.0,195000.0,EUR,,,
Baldomero Perlaza,,,baldomero-perlaza,B. Perlaza,M,14,188.0,159,285611,14.0,707702400.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,CO,Colombia,Right,1703980800.0,750000.0,750000.0,EUR,,,
Sebastián Moyano,,,sebastian-moyano,S. Moyano,G,25,188.0,18,147578,25.0,651628800.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,AR,Argentina,Right,1703980800.0,430000.0,430000.0,EUR,,,
Lucas Cháves,,,lucas-chaves,L. Cháves,G,1,179.0,77,789855,1.0,807926400.0,Huracán,huracan,Huracán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14674,HUR,False,False,0,7629,AR,Argentina,#ffffff,#dd0000,#dd0000,AR,Argentina,Right,1703980800.0,3700000.0,3700000.0,EUR,,,
Diego Rodríguez,,,diego-rodriguez,D. Rodríguez,G,50,184.0,57,38266,50.0,614736000.0,Godoy Cruz,godoy-cruz,Godoy Cruz,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12549,GOD,,False,0,6074,AR,Argentina,#002593,#ffffff,#ffffff,AR,Argentina,Left,1703980800.0,290000.0,290000.0,EUR,,,
Marcelo Benítez,,,marcelo-benitez,M. Benítez,D,3,178.0,29,583660,3.0,663724800.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Left,1703980800.0,380000.0,380000.0,EUR,,,
Juan Bisanz,,,juan-bisanz,J. Bisanz,M,17,180.0,44,1489941,17.0,998956800.0,Banfield,banfield,Banfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9872,BAN,False,False,0,3219,AR,Argentina,#009900,#ffffff,#ffffff,AR,Argentina,Right,,,,,,,
Facundo Garcés,,,facundo-garces,F. Garcés,D,33,188.0,89,879875,33.0,936489600.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Right,1735603200.0,4900000.0,4900000.0,EUR,,,
Martín Payero,,,martin-payero,M. Payero,M,32,182.0,377,895592,32.0,905472000.0,Udinese,udinese,Udinese,M,Football,football,1,Serie A,serie-a,#09519e,#008fd7,Italy,italy,Football,football,1.0,31.0,italy,IT,736696.0,23.0,False,61412,UDI,False,False,0,2695,IT,Italy,#ffffff,#000000,#000000,AR,Argentina,Right,1814313600.0,3400000.0,3400000.0,EUR,False,,
Marcos Portillo,Marcos Portillo,,marcos-portillo,M. Portillo,M,22,178.0,46,1167858,22.0,949276800.0,Newell's Old Boys,newells-old-boys,Newell's,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14700,NOB,False,False,0,3212,AR,Argentina,#ff0000,#000000,#000000,AR,Argentina,Right,1767139200.0,380000.0,380000.0,EUR,,,
Marcelo Ortíz,,,marcelo-ortiz,M. Ortíz,D,3,186.0,5,895340,3.0,758419200.0,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13098,CAT,False,False,0,36833,AR,Argentina,#ffffff,#33ccff,#33ccff,AR,Argentina,Right,1735603200.0,405000.0,405000.0,EUR,,,
Ulises Sánchez,,,ulises-sanchez,U. Sánchez,M,12,169.0,119,992114,12.0,898819200.0,Belgrano,belgrano,Belgrano,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,11438,BEL,,False,0,3203,AR,Argentina,#3399ff,#3399ff,#3399ff,AR,Argentina,Right,1798675200.0,2600000.0,2600000.0,EUR,False,,
Lautaro Guzmán,,,lautaro-guzman,L. Guzmán,M,22,173.0,80,960016,22.0,948153600.0,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8454,ARS,False,False,0,3221,AR,Argentina,#00ccff,#ff0000,#ff0000,AR,Argentina,Left,1703980800.0,1600000.0,1600000.0,EUR,,,
Facundo Roncaglia,,,facundo-roncaglia,F. Roncaglia,D,2,179.0,158,34391,2.0,539913600.0,Boca Juniors,boca-juniors,Boca Juniors,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,112486,BOC,False,False,0,3202,AR,Argentina,#003399,#ffcc66,#ffcc66,AR,Argentina,Right,1703980800.0,190000.0,190000.0,EUR,False,,
Paolo Goltz,,,paolo-goltz,P. Goltz,D,6,184.0,43,174825,6.0,484704000.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Right,1703980800.0,130000.0,130000.0,EUR,,,
Marcelo Herrera,,,marcelo-herrera,M. Herrera,D,15,180.0,189,954700,15.0,910051200.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1767139200.0,2100000.0,2100000.0,EUR,False,,
Francisco González Metilli,,,francisco-gonzalez-metilli,F. G. Metilli,M,13,175.0,103,896773,13.0,859593600.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Left,1767139200.0,1900000.0,1900000.0,EUR,,,
Mauro Boselli,,,mauro-boselli,M. Boselli,F,17,181.0,401,31973,17.0,485568000.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1703980800.0,275000.0,275000.0,EUR,,,
Maximiliano Centurión,,,maximiliano-centurion,M. Centurión,D,19,192.0,45,976345,19.0,919468800.0,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8454,ARS,False,False,0,3221,AR,Argentina,#00ccff,#ff0000,#ff0000,AR,Argentina,Right,1703980800.0,390000.0,390000.0,EUR,,,
Christian Javier Báez,,,christian-javier-baez,C. J. Báez,D,13,180.0,68,136758,13.0,639619200.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,PY,Paraguay,Right,1703980800.0,485000.0,485000.0,EUR,,,
Matías Godoy,,,matias-godoy,M. Godoy,F,20,172.0,257,1003016,20.0,1010620800.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1767139200.0,2400000.0,2400000.0,EUR,,,
Ramón Ábila,,,ramon-abila,R. Ábila,F,9,180.0,330,788935,9.0,624326400.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Right,1767139200.0,970000.0,970000.0,EUR,,,
Lucas Gamba,,,lucas-gamba,L. Gamba,F,18,184.0,86,789445,18.0,551491200.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Right,1703980800.0,270000.0,270000.0,EUR,,,
Lucas Arce,Lucas Arce,,lucas-arce,L. Arce,D,4,172.0,12,1109302,4.0,871516800.0,Godoy Cruz,godoy-cruz,Godoy Cruz,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12549,GOD,,False,0,6074,AR,Argentina,#002593,#ffffff,#ffffff,AR,Argentina,Right,1703980800.0,775000.0,775000.0,EUR,,,
Adam Bareiro,,,adam-bareiro,A. Bareiro,F,11,184.0,494,871580,11.0,838339200.0,San Lorenzo,san-lorenzo,San Lorenzo,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20794,SLO,False,False,0,3201,AR,Argentina,#ff0000,#000033,#000033,PY,Paraguay,Right,1767139200.0,4500000.0,4500000.0,EUR,,,
Santiago Toloza,,,santiago-toloza,S. Toloza,M,10,170.0,165,1018410,10.0,1035763200.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,AR,Argentina,Right,1798675200.0,3400000.0,3400000.0,EUR,,,
Kevin Gutiérrez,,,kevin-gutierrez,K. Gutiérrez,M,5,168.0,84,914145,5.0,865296000.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Right,1767139200.0,5000000.0,5000000.0,EUR,,,
Emiliano Méndez,,,emiliano-mendez,E. Méndez,M,52,186.0,3,841958,52.0,603504000.0,Racing de Montevideo,racing-de-montevideo,Racing,M,Football,football,1,Primera División,primera-division,#0f4798,#c39d00,Uruguay,uruguay,Football,football,1.0,57.0,uruguay,UY,12076.0,278.0,False,3479,RCM,,False,0,25010,UY,Uruguay,#339900,#ffffff,#ffffff,AR,Argentina,Right,1719705600.0,180000.0,180000.0,EUR,,,
Carlos Arce,,,carlos-arce,C. Arce,M,19,169.0,10,992061,19.0,653443200.0,Barracas Central,barracas-central,Barracas,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7491,BAR,,False,0,65668,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,,52000.0,52000.0,EUR,,,
Lucas Suárez,,,lucas-suarez,L. Suárez,D,3,187.0,30,579312,3.0,795398400.0,Talleres,talleres,Talleres,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,16149,CAT,False,False,0,3210,AR,Argentina,#050040,#ffffff,#ffffff,AR,Argentina,Left,1703980800.0,600000.0,600000.0,EUR,,,
Elías Cabrera,Elías Cabrera,,elias-cabrera,E. Cabrera,M,33,172.0,85,1201391,33.0,1046131200.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,AR,Argentina,Right,1767139200.0,775000.0,775000.0,EUR,,,M
Franco Soldano,,,franco-soldano,F. Soldano,M,27,180.0,148,789446,27.0,779500800.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1735603200.0,545000.0,545000.0,EUR,,,
Facundo Colidio,,,facundo-colidio,F. Colidio,F,16,179.0,684,927308,16.0,946944000.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Both,1767139200.0,3200000.0,3200000.0,EUR,,,
Fernando Martinez,,,martinez-fernando,F. Martinez,M,5,185.0,20,974318,5.0,,Sarmiento,sarmiento,Sarmiento,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,6873,CAS,False,False,0,42338,AR,Argentina,#006600,#006600,#006600,PY,Paraguay,Right,,,,,False,,
Gonzalo Goñi,,,gonzalo-goni,G. Goñi,D,14,184.0,27,871805,14.0,903225600.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Right,1703980800.0,485000.0,485000.0,EUR,,,
Cristian Vega,,,cristian-vega,C. Vega,M,5,170.0,10,941433,5.0,748224000.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Right,1735603200.0,310000.0,310000.0,EUR,,,
Franco Sbuttoni,,,franco-sbuttoni,F. Sbuttoni,D,6,195.0,3,830753,6.0,610416000.0,Sarmiento,sarmiento,Sarmiento,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,6873,CAS,False,False,0,42338,AR,Argentina,#006600,#006600,#006600,AR,Argentina,Right,1703980800.0,97000.0,97000.0,EUR,,,
Santiago Solari,,,solari-santiago,S. Solari,M,27,178.0,57,1104323,27.0,885168000.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Right,1767139200.0,1400000.0,1400000.0,EUR,False,,M
Agustín Palavecino,,,agustin-palavecino,A. Palavecino,M,8,178.0,439,941541,8.0,847497600.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1767139200.0,2900000.0,2900000.0,EUR,,,
Franco Orozco,,,orozco-franco,F. Orozco,M,11,165.0,224,1003025,11.0,1010534400.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,2300000.0,2300000.0,EUR,,,
Santiago Montiel,Santiago Montiel,,montiel-santiago,S. Montiel,M,18,166.0,96,1065611,18.0,974851200.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Left,1798675200.0,3300000.0,3300000.0,EUR,,,M
Bryan Castrillón,,,bryan-castrillon,B. Castrillón,F,11,169.0,123,954761,11.0,922752000.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,CO,Colombia,Right,1703980800.0,485000.0,485000.0,EUR,,,
Maximiliano Comba,,,maximiliano-comba,M. Comba,M,20,170.0,20,944622,20.0,758678400.0,Volos NFC,volos-nfc,Volos,M,Football,football,1,Stoiximan Super League,stoiximan-super-league,#61c0e2,#007eb7,Greece,greece,Football,football,1.0,67.0,greece,GR,43203.0,185.0,False,7078,VOL,False,False,0,267459,GR,Greece,#1752bd,#ff0000,#ff0000,AR,Argentina,Right,,340000.0,340000.0,EUR,,,
Luciano Gómez,,,luciano-gomez,L. Gómez,D,32,163.0,15,830605,32.0,827452800.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1735603200.0,260000.0,260000.0,EUR,False,,
Mauro Luna Diale,,,mauro-luna-diale,M. L. Diale,M,7,173.0,76,871804,7.0,925084800.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,AR,Argentina,Right,1767139200.0,2100000.0,2100000.0,EUR,,,
Gabriel Graciani,,,gabriel-graciani,G. Graciani,M,8,180.0,28,584418,8.0,754444800.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Right,1703980800.0,775000.0,775000.0,EUR,,,
Tomás Durso,,,tomas-durso,T. Durso,G,1,185.0,46,895734,1.0,919987200.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1735603200.0,2100000.0,2100000.0,EUR,,,
Fabricio Domínguez,,,fabricio-dominguez,F. Domínguez,M,21,177.0,97,939934,21.0,898646400.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,UY,Uruguay,Right,1703980800.0,730000.0,730000.0,EUR,,,
Franco Calderón,,,franco-calderon,F. Calderón,D,2,188.0,37,981341,2.0,895017600.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,AR,Argentina,Right,1703980800.0,1500000.0,1500000.0,EUR,,,
Bruno Sepúlveda,,,bruno-sepulveda,B. Sepúlveda,F,29,185.0,70,981451,29.0,716688000.0,Barracas Central,barracas-central,Barracas,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7491,BAR,,False,0,65668,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1703980800.0,870000.0,870000.0,EUR,,,
Jonatan Gómez,,,jonatan-gomez,J. Gómez,M,11,171.0,100,986257,11.0,630201600.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Right,1767139200.0,540000.0,540000.0,EUR,,,
Miguel Borja,,,miguel-borja,Miguel Borja,F,9,183.0,2317,329601,9.0,728006400.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,CO,Colombia,Right,1767139200.0,3900000.0,3900000.0,EUR,,,
Matías Giménez Rojas,,,matias-gimenez-rojas,M. Giménez Rojas,F,34,185.0,178,977680,34.0,920678400.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,AR,Argentina,Left,1798675200.0,3600000.0,3600000.0,EUR,False,False,
Nicolas Oroz,,,nicolas-oroz,N. Oroz,M,23,173.0,108,558790,23.0,765158400.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Left,1767139200.0,725000.0,725000.0,EUR,,,
Sergio Ortiz,Sergio Ortíz,,ortiz-sergio,S. Ortíz,M,28,173.0,35,1199248,28.0,982886400.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,AR,Argentina,Right,1798675200.0,480000.0,480000.0,EUR,False,,M
Lucas Blondel,,,lucas-blondel,L. Blondel,D,42,183.0,189,860003,42.0,842659200.0,Boca Juniors,boca-juniors,Boca Juniors,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,112486,BOC,False,False,0,3202,AR,Argentina,#003399,#ffcc66,#ffcc66,AR,Argentina,Right,1830211200.0,2900000.0,2900000.0,EUR,,,
