name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,id,shirtNumber,dateOfBirthTimestamp,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,preferredFoot,contractUntilTimestamp,proposedMarketValue,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Manuel Brondo,Manuel Brondo,,brondo-manuel,M. Brondo,F,40,,1,1464531,40.0,1014595200.0,Barracas Central,barracas-central,Barracas,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7491,BAR,,False,0,65668,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,,,,,,,,M
Enzo Luna,Enzo Luna,,enzo-luna,E. Luna,F,26,180.0,14,1385677,26.0,1023667200.0,Huracán,huracan,Huracán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14674,HUR,False,False,0,7629,AR,Argentina,#ffffff,#dd0000,#dd0000,AR,Argentina,Right,1767139200.0,52000.0,52000.0,EUR,False,,
Ramon Cansinos,,,cansinos-ramon,R. Cansinos,M,27,,1,1386653,27.0,1035331200.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,,,,,,False,,
Ayrton Cougo,,,ayrton-cougo,A. Cougo,M,15,180.0,43,873716,15.0,834796800.0,Boston River,boston-river,Boston River,M,Football,football,1,Primera División,primera-division,#0f4798,#c39d00,Uruguay,uruguay,Football,football,1.0,57.0,uruguay,UY,12076.0,278.0,False,4645,BRI,,False,0,174970,UY,Uruguay,#265c32,#ff0000,#ff0000,UY,Uruguay,Left,1722384000.0,315000.0,315000.0,EUR,False,,
Alejandro Piedrahita,,,alejandro-piedrahita,A. Piedrahita,M,77,182.0,49,1016200,77.0,1031011200.0,Deportivo Pereira,deportivo-pereira,Deportivo Pereira,M,Football,football,1,"Primera A, Clausura",primera-a-clausura,#002c6d,#00afcf,Colombia,colombia,Football,football,1.0,274.0,colombia,CO,19234.0,11536.0,False,12497,PER,False,False,0,6109,CO,Colombia,#d00000,#222226,#222226,CO,Colombia,Right,1703980800.0,270000.0,270000.0,EUR,,,
Alan Di Pippa,Alan Di Pippa,,alan-di-pippa,A. D. Pippa,D,25,179.0,7,1184978,25.0,961113600.0,Banfield,banfield,Banfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9872,BAN,False,False,0,3219,AR,Argentina,#009900,#ffffff,#ffffff,AR,Argentina,Right,,105000.0,105000.0,EUR,,,
Lucas López,,,lucas-lopez,L. López,D,,178.0,1,989515,,768096000.0,No team,no-team,No team,,Football,football,1,,,,,,,,,,,,,,,,13,NTE,True,False,0,241802,,,#d0d0d0,#000000,#000000,UY,Uruguay,Right,,185000.0,185000.0,EUR,,,
Mariano Bittolo,,,mariano-bittolo,M. Bittolo,M,27,174.0,29,129517,27.0,640915200.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Left,1703980800.0,97000.0,97000.0,EUR,,,
Ramiro Matias Degregorio,,,degregorio-ramiro-matias,R. M. Degregorio,F,41,169.0,2,1489956,41.0,1044489600.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,,,,,,,,M
Javier Morales,,,morales-javier,J. Morales,F,9,188.0,304,1410399,9.0,1046649600.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,AR,Argentina,Left,1735603200.0,2700000.0,2700000.0,EUR,False,,M
Mateo Sanabria,Mateo Sanabria,,mateo-sanabria,M. Sanabria,F,7,178.0,141,1182233,7.0,1080691200.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Right,1719705600.0,155000.0,155000.0,EUR,,,
Héctor Fértoli,,,hector-fertoli,H. Fértoli,M,8,174.0,52,831608,8.0,786412800.0,Huracán,huracan,Huracán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14674,HUR,False,False,0,7629,AR,Argentina,#ffffff,#dd0000,#dd0000,AR,Argentina,Right,1735603200.0,540000.0,540000.0,EUR,,,
Dylan Aquino,,,aquino-dylan,D. Aquino,M,25,,12,1501702,25.0,1117843200.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,AR,Argentina,Right,,,,,,,M
David Martínez,,,david-martinez,D. Martínez,D,6,184.0,322,909479,6.0,885340800.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,PY,Paraguay,Left,1735603200.0,3100000.0,3100000.0,EUR,False,,
Brandon Cortés,,,brandon-cortes,B. Cortés,F,31,180.0,148,980767,31.0,993513600.0,Boca Juniors Reserve,boca-juniors-reserve,Boca Juniors,M,Football,football,1,Campeonato de Reserva de Primera División,campeonato-de-reserva-de-primera-division,,,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,3289.0,18817.0,False,8725,BOC,,False,0,237358,AR,Argentina,#52b030,#52b030,#ffffff,AR,Argentina,Right,1798675200.0,205000.0,205000.0,EUR,,,
Mariano Peralta Bauer,,,mariano-peralta-bauer,M. P. Bauer,F,17,176.0,24,1018441,17.0,887932800.0,Cerro,cerro,Cerro,M,Football,football,1,Primera División,primera-division,#0f4798,#c39d00,Uruguay,uruguay,Football,football,1.0,57.0,uruguay,UY,12076.0,278.0,False,3016,CER,False,False,0,22011,UY,Uruguay,#6ab5ff,#ffffff,#ffffff,AR,Argentina,Right,1722384000.0,430000.0,430000.0,EUR,,,
Nelson Insfrán,,,nelson-insfran,N. Insfrán,G,23,179.0,12,875481,23.0,801273600.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,,77000.0,77000.0,EUR,,,
Federico Versaci,,,federico-versaci,F. Versaci,M,20,170.0,32,1017431,20.0,1013817600.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Left,1735603200.0,52000.0,52000.0,EUR,,,
Ignacio Arce,,,ignacio-arce,I. Arce,G,17,185.0,15,896998,17.0,697507200.0,Deportivo Riestra,deportivo-riestra,Dep. Riestra,M,Football,football,1,Primera Nacional,primera-nacional,#145286,#27A4DE,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,9092.0,703.0,False,2443,RIE,,False,0,189723,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Both,,290000.0,290000.0,EUR,False,,
Luis Sequeira,,,luis-sequeira,L. Sequeira,M,13,172.0,44,980759,13.0,1041984000.0,Talleres,talleres,Talleres,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,16149,CAT,False,False,0,3210,AR,Argentina,#050040,#ffffff,#ffffff,AR,Argentina,Right,1703980800.0,210000.0,210000.0,EUR,,,
Flabian Londoño,Flabian Londoño,,flabian-londono,F. Londoño,F,9,180.0,149,1116627,9.0,963100800.0,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8454,ARS,False,False,0,3221,AR,Argentina,#00ccff,#ff0000,#ff0000,CO,Colombia,Right,1703980800.0,190000.0,190000.0,EUR,,,
Tomás Escalante,,,tomas-escalante,T. Escalante,M,15,170.0,17,1017377,15.0,930873600.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Right,1767139200.0,390000.0,390000.0,EUR,,,
Braian Guille,,,braian-guille,B. Guille,F,50,170.0,22,873642,50.0,870307200.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Left,1735603200.0,190000.0,190000.0,EUR,False,,
Gonzalo Flores,,,gonzalo-flores,G. Flores,F,22,178.0,15,974690,22.0,1014336000.0,Tigre,tigre,Tigre,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12742,TIG,False,False,0,7628,AR,Argentina,#000099,#ff0000,#ff0000,AR,Argentina,Right,1767139200.0,71000.0,71000.0,EUR,,,
Santiago Hidalgo,Santiago Hidalgo,,santiago-hidalgo,S. Hidalgo,F,16,174.0,87,1199247,16.0,1108598400.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,AR,Argentina,Left,1735603200.0,485000.0,485000.0,EUR,False,,
Stefano Moreyra,Stefano Moreyra,,stefano-moreyra,S. Moreyra,M,34,179.0,12,1086973,34.0,979862400.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Right,,170000.0,170000.0,EUR,,,
Natanael Troncoso,Natanael Troncoso,,natanael-troncoso,N. Troncoso,M,16,,4,1199316,16.0,985564800.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,,,,,,,,,,
Elián Irala,Elián Irala,,elian-irala,E. Irala,M,17,,35,1385756,17.0,1073347200.0,San Lorenzo,san-lorenzo,San Lorenzo,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20794,SLO,False,False,0,3201,AR,Argentina,#ff0000,#000033,#000033,AR,Argentina,,,,,,False,False,
Gonzalo Castellani,,,gonzalo-castellani,G. Castellani,M,30,183.0,29,1017184,30.0,555552000.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Right,1703980800.0,190000.0,190000.0,EUR,False,,
Julián Navas Granados,,,julian-navas-granados,J. N. Granados,D,4,180.0,3,933157,4.0,754617600.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Right,1703980800.0,135000.0,135000.0,EUR,,,
Óscar Opazo,,,oscar-opazo,Ó. Opazo,D,32,168.0,170,805175,32.0,656208000.0,Colo Colo,colo-colo,Colo-Colo,M,Football,football,1,Primera Division,primera-division,#ed1b2d,#006bc4,Chile,chile,Football,football,1.0,49.0,chile,CL,18541.0,11653.0,False,32611,CC,False,False,0,3155,CL,Chile,#ffffff,#ffffff,#ffffff,CL,Chile,Right,1798675200.0,460000.0,460000.0,EUR,False,,
Jesús Miguel Soraire,,,jesus-miguel-soraire,J. M. Soraire,M,18,175.0,7,943997,18.0,597110400.0,Banfield,banfield,Banfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9872,BAN,False,False,0,3219,AR,Argentina,#009900,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,240000.0,240000.0,EUR,,,
Facundo Ferreyra,,,facundo-ferreyra,F. Ferreyra,F,14,185.0,248,129724,14.0,668908800.0,Sarmiento,sarmiento,Sarmiento,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,6873,CAS,False,False,0,42338,AR,Argentina,#006600,#006600,#006600,AR,Argentina,Right,1735603200.0,260000.0,260000.0,EUR,,,
Sebastián Medina,Sebastián Medina,,sebastian-medina,S. Medina,M,21,,16,1177719,21.0,953078400.0,Tigre,tigre,Tigre,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12742,TIG,False,False,0,7628,AR,Argentina,#000099,#ff0000,#ff0000,,,,,,,,,,
Esteban Rolón,,,esteban-rolon,E. Rolón,M,16,178.0,112,816808,16.0,796089600.0,Belgrano,belgrano,Belgrano,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,11438,BEL,,False,0,3203,AR,Argentina,#3399ff,#3399ff,#3399ff,AR,Argentina,Right,1735603200.0,310000.0,310000.0,EUR,False,False,
Alan Sosa,,,sosa-alan,A. Sosa,M,35,184.0,9,1467315,35.0,,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Left,,,,,False,,M
Joaquin Mosqueira,,,mosqueira-joaquin,J. Mosqueira,M,17,181.0,30,1464852,17.0,1073779200.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,AR,Argentina,Right,,,,,,,M
Mateo Pérez,,,mateo-perez,M. Pérez,D,37,191.0,5,1112348,37.0,968630400.0,Banfield Reserve,banfield-reserve,Banfield,M,Football,football,1,Campeonato de Reserva de Primera División,campeonato-de-reserva-de-primera-division,,,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,3289.0,18817.0,False,2397,BAN,,False,0,239534,AR,Argentina,#52b030,#52b030,#ffffff,AR,Argentina,Right,1735603200.0,82000.0,82000.0,EUR,False,False,
Ulises Ortegoza,Diego Ortegoza,,ulises-ortegoza,U. Ortegoza,M,30,180.0,20,1169586,30.0,861408000.0,Talleres,talleres,Talleres,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,16149,CAT,False,False,0,3210,AR,Argentina,#050040,#ffffff,#ffffff,AR,Argentina,Right,1767139200.0,1400000.0,1400000.0,EUR,False,,
Santiago Lujan,Santiago Luján,,lujan-santiago,S. Luján,M,34,173.0,11,1087512,34.0,1011744000.0,Huracán,huracan,Huracán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14674,HUR,False,False,0,7629,AR,Argentina,#ffffff,#dd0000,#dd0000,AR,Argentina,Right,1767139200.0,120000.0,120000.0,EUR,False,,M
Lautaro Morales,,,lautaro-morales,L. Morales,G,23,187.0,145,989206,23.0,945302400.0,Talleres,talleres,Talleres,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,16149,CAT,False,False,0,3210,AR,Argentina,#050040,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,2800000.0,2800000.0,EUR,,,
Luis Vázquez,,,luis-vazquez,L. Vázquez,F,20,191.0,847,974713,20.0,988070400.0,Anderlecht,anderlecht,Anderlecht,M,Football,football,1,Pro League,pro-league,#16002b,#ff1740,Belgium,belgium,Football,football,1.0,33.0,belgium,BE,71304.0,38.0,False,49726,AND,False,False,0,2900,BE,Belgium,#330066,#ffffff,#ffffff,AR,Argentina,Right,1845936000.0,3100000.0,3100000.0,EUR,,,
Leandro Ciccoloni,,,leandro-ciccoloni,L. Ciccoloni,M,7,171.0,9,896937,7.0,798508800.0,San Martín de Tucumán,san-martin-de-tucuman,SM Tucumán,M,Football,football,1,Primera Nacional,primera-nacional,#145286,#27A4DE,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,9092.0,703.0,False,4705,SMT,,False,0,23950,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,,225000.0,225000.0,EUR,,False,
Javier García,,,javier-garcia,J. García,G,13,180.0,131,31967,13.0,538876800.0,Boca Juniors,boca-juniors,Boca Juniors,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,112486,BOC,False,False,0,3202,AR,Argentina,#003399,#ffcc66,#ffcc66,AR,Argentina,Right,1735603200.0,73000.0,73000.0,EUR,False,,
Benjamín Domínguez,Benjamín Domínguez,,benjamin-dominguez,B. Domínguez,M,7,172.0,269,1162611,7.0,1063929600.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1735603200.0,6200000.0,6200000.0,EUR,False,,
Nicolás Garayalde,,,nicolas-garayalde,N. Garayalde,M,8,183.0,119,1017450,8.0,932515200.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,AR,Argentina,Right,1735603200.0,2100000.0,2100000.0,EUR,,,
Agustín Sanchez,Agustín Sanchez,,agustin-sanchez,A. Sanchez,M,15,,16,1485375,15.0,1090281600.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Left,,,,,,,
Santino Vera,Santino Vera,,vera-santino,S. Vera,M,55,169.0,63,1485505,55.0,1144713600.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Right,,,,,,,M
Sebastián Cocimano,,,sebastian-cocimano,S. Cocimano,F,33,186.0,11,1018462,33.0,958694400.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1735603200.0,110000.0,110000.0,EUR,,,
Nicolás Pasquini,,,nicolas-pasquini,N. Pasquini,D,28,177.0,20,295161,28.0,662774400.0,Club Sporting Cristal,club-sporting-cristal,Sporting Cristal,M,Football,football,1,Liga 1,liga-1,,#f91018,Peru,peru,Football,football,1.0,20.0,peru,PE,20851.0,406.0,False,23058,CRI,False,False,0,2302,PE,Peru,#33ccff,#ffffff,#ffffff,AR,Argentina,Left,1735603200.0,275000.0,275000.0,EUR,,,
Gabriel Alanis,,,gabriel-alanis,G. Alanis,M,17,186.0,11,609736,17.0,763776000.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Left,1830211200.0,1200000.0,1200000.0,EUR,,,
Catriel Cabellos,Catriel Cabellos,,cabellos-catriel,C. Cabellos,M,31,172.0,286,1415942,31.0,1092787200.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,PE,Peru,Right,1782777600.0,375000.0,375000.0,EUR,False,,M
Diego Barrera,,,barrera-diego,D. Barrera,M,26,,21,1462243,26.0,1087862400.0,Talleres,talleres,Talleres,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,16149,CAT,False,False,0,3210,AR,Argentina,#050040,#ffffff,#ffffff,AR,Argentina,,,,,,,,M
Brian Blasi,,,brian-blasi,B. Blasi,D,17,180.0,5,824516,17.0,823737600.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Right,1703980800.0,340000.0,340000.0,EUR,,,
Tomas Sives,,,sives-tomas,T. Sives,F,16,180.0,4,1385660,16.0,1070928000.0,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8454,ARS,False,False,0,3221,AR,Argentina,#00ccff,#ff0000,#ff0000,AR,Argentina,Left,1703980800.0,53000.0,53000.0,EUR,,,
Juan Garro,,,juan-garro,J. Garro,F,10,179.0,21,250339,10.0,722563200.0,PAS Giannina,pas-giannina,PAS Giannina,M,Football,football,1,Stoiximan Super League,stoiximan-super-league,#61c0e2,#007eb7,Greece,greece,Football,football,1.0,67.0,greece,GR,43203.0,185.0,False,5950,GIA,,False,0,6349,GR,Greece,#000066,#000099,#000099,AR,Argentina,Left,1719705600.0,495000.0,495000.0,EUR,,,
Oscar Garrido,,,oscar-garrido,O. Garrido,M,25,182.0,1,992978,25.0,872035200.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Right,1703980800.0,245000.0,245000.0,EUR,,,
Matías Vera,,,matias-vera,M. Vera,M,14,170.0,48,793850,14.0,814665600.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Right,1703980800.0,630000.0,630000.0,EUR,,,
