yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
1,9,2790,204,0,81.82,4,31,5,14,0,31,83.33,82.35,0,6.96,Rafael,rafael,661,33132,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
2,28,1549,262,0,58.33,32,22,70,98,24,18,55.12,56.0,9,6.96,Matheus Bidú,matheus-bidu,658,981703,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
2,16,468,31,0,66.67,2,8,6,22,3,5,60.0,64.71,0,6.96,Kaique Rocha,kaique-rocha,147,963990,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
1,9,879,164,0,36.0,18,13,31,40,12,10,44.29,42.11,8,6.96,Matheus Pereira,matheus-pereira,1927,377238,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
6,22,1635,182,0,36.67,51,24,101,123,34,18,46.98,44.73,32,6.96,Vitor Roque,vitor-roque,16971,1150391,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
3,10,776,138,0,47.62,5,13,48,58,12,9,57.14,55.24,7,6.96,Paulo Henrique,paulo-henrique,217,1021721,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
1,25,995,58,0,71.43,14,14,34,59,8,12,73.91,72.84,0,6.96,Allyson,allyson,54,809194,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
1,0,384,57,0,0.0,0,7,14,14,4,4,58.33,51.85,1,6.96,Dudu,dudu,152,859083,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
2,31,1419,248,0,68.89,9,19,43,74,34,16,46.74,54.01,6,6.95,Hugo,hugo,116,1017827,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
1,6,107,8,0,85.71,0,2,0,6,1,1,0.0,66.67,0,6.95,Vitor Mendes,vitor-mendes,160,988873,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
2,2,1351,214,0,13.33,49,27,106,108,11,14,59.22,55.67,24,6.95,Calebe,calebe,312,1046796,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
4,36,1303,204,0,52.94,18,22,109,145,34,14,56.48,55.56,19,6.95,Rubens,rubens,411,1093196,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
1,9,999,177,0,39.13,9,15,31,40,9,13,52.54,48.78,4,6.95,Khellven,khellven,452,984896,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
7,50,2548,245,1,62.5,30,31,132,182,61,30,51.36,54.01,14,6.95,Rezende,rezende,203,868030,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
4,16,2321,409,0,30.77,26,27,113,129,33,26,59.47,53.31,15,6.94,Fabricio Bustos,fabricio-bustos,483,850023,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
3,5,451,30,0,41.67,8,9,28,33,5,5,77.78,68.75,1,6.94,Filipe Luís,filipe-luis,2908,26029,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
9,109,2582,293,2,63.74,22,30,82,191,36,30,57.75,61.02,2,6.94,Gustavo Gómez,gustavo-gomez,2650,220833,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
10,88,2719,331,0,67.69,64,33,144,232,36,32,58.06,61.38,17,6.94,Raniele,raniele,216,866392,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
8,60,2450,226,2,72.29,9,28,54,114,24,28,54.0,62.3,6,6.94,Lucas Halter,lucas-halter,263,905450,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
4,20,1064,93,0,68.97,17,14,52,72,31,12,44.83,49.66,10,6.94,Tomás Rincón,tomas-rincon,1175,46798,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
3,25,1413,171,0,39.06,19,25,44,69,23,14,43.56,41.82,15,6.93,Pablo,pablo,663,374486,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
1,8,1476,257,0,50.0,39,21,69,77,14,20,47.26,47.53,18,6.93,Clayson,clayson,210,811308,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
1,13,1933,300,0,32.5,18,33,88,101,19,25,49.72,46.54,13,6.93,Tomás Pochettino,tomas-pochettino,414,824626,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,3,637,112,0,50.0,8,12,27,30,10,9,47.37,47.62,14,6.93,James Rodríguez,james-rodriguez,28887,107414,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
8,10,2383,162,0,33.33,11,29,36,46,32,27,35.29,34.85,11,6.93,Germán Cano,german-cano,6493,33238,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
7,26,1597,168,0,50.98,25,21,82,108,25,20,58.99,56.84,16,6.93,Johnny,johnny,795,990169,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
8,24,2129,148,0,47.06,12,25,85,109,43,25,47.49,47.39,4,6.93,Otávio,otavio,392,552686,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
7,16,2430,331,0,38.1,72,33,156,172,36,25,53.98,51.96,42,6.93,Lima,lima,525,807850,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
3,41,896,132,0,67.21,5,20,31,72,17,9,45.59,55.81,10,6.93,Luan Cândido,luan-candido,400,905459,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
6,36,1740,143,0,59.02,4,22,29,65,19,20,47.54,53.28,2,6.93,Diego Costa,diego-costa,809,995293,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
5,50,2583,357,0,58.82,52,30,147,197,54,29,54.44,55.49,19,6.92,Bruno Pacheco,bruno-pacheco,259,870691,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
6,31,2560,511,0,52.54,47,32,141,172,42,30,50.36,50.74,11,6.92,William,william,316,604274,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
6,5,2234,466,0,18.52,73,30,190,195,25,26,53.22,50.78,47,6.92,Marcelino Moreno,marcelino-moreno,297,848472,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
6,83,2095,267,0,59.71,29,32,54,137,27,24,45.0,52.9,19,6.92,Everaldo,everaldo,519,386212,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
6,12,1812,270,0,52.17,39,31,127,139,33,20,56.95,56.5,24,6.92,Fernando Sobral,fernando-sobral,361,931479,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
3,6,1010,183,0,40.0,14,21,30,36,15,12,36.59,37.11,6,6.91,Pablo Ceppelini,pablo-ceppelini,150,146599,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
8,39,1594,195,0,68.42,19,24,83,122,40,19,53.21,57.28,16,6.91,Zé Welison,ze-welison,233,551422,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
3,18,2028,237,0,29.51,44,31,131,149,29,26,53.47,48.69,23,6.91,Victor Sá,victor-sa,600,799634,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
5,18,2274,254,0,43.9,24,35,72,90,31,22,52.94,50.85,8,6.91,Filipe Machado,filipe-machado,243,844601,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
4,14,1441,204,0,30.43,41,29,86,100,41,16,46.99,43.67,21,6.9,Endrick,endrick,33529,1174937,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
5,12,2457,334,0,25.53,50,35,142,154,31,27,47.33,44.38,35,6.9,Gabriel Pec,gabriel-pec,1383,995072,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
6,63,2654,311,0,42.57,70,33,115,178,63,31,48.12,45.99,35,6.9,Yuri Alberto,yuri-alberto,6039,905463,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
4,11,1651,262,0,34.38,52,25,108,119,23,19,52.94,50.42,31,6.9,Stiven Mendoza,stiven-mendoza,846,354510,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
10,21,2418,240,0,44.68,65,29,167,188,61,29,48.97,48.45,22,6.9,Zé Rafael,ze-rafael,1303,329069,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
2,31,887,72,0,46.97,18,13,29,60,16,12,56.86,51.28,6,6.9,Matheus Peixoto,matheus-peixoto,268,880169,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,1,45,9,0,50.0,0,1,1,2,0,1,33.33,40.0,1,6.9,Alan,alan,285,36684,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,10,1,0,0.0,1,1,3,3,1,0,75.0,75.0,0,6.9,Estêvão,estevao,116,1116660,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,45,2,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.9,Gatito Fernández,gatito-fernandez,440,840027,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,24,5,0,0.0,0,2,2,2,0,0,66.67,66.67,0,6.9,Arthur Wenderroscky,arthur-wenderroscky,176,1382913,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
5,8,2790,307,0,100.0,8,31,6,14,0,31,75.0,87.5,0,6.9,Gabriel Grando,gabriel-grando,538,1111770,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
5,13,1953,227,0,38.24,50,32,98,111,24,22,56.32,53.37,27,6.9,Luciano,luciano,2627,282557,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
1,19,1308,240,0,51.35,19,27,65,84,23,15,52.42,52.17,14,6.9,Igor Gomes,igor-gomes,644,913598,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
3,18,1110,80,0,58.06,7,15,19,37,8,12,65.52,61.67,0,6.89,Caetano,caetano,479,959006,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
5,27,1245,196,0,57.45,42,19,101,128,21,15,54.59,55.17,20,6.89,Allano,allano,92,796925,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
7,9,1640,287,0,23.08,56,27,135,144,36,19,50.0,46.6,34,6.89,Julián Palacios,julian-palacios,168,1005177,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
4,9,2564,301,0,31.03,39,33,125,134,54,31,44.8,43.51,34,6.89,Caio Alexandre,caio-alexandre,323,1008832,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,2,712,146,0,25.0,15,15,35,37,3,6,59.32,55.22,9,6.89,Dimitri Payet,dimitri-payet,7302,14216,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
2,15,1102,114,0,50.0,10,15,26,41,11,13,59.09,55.41,3,6.89,Bruno Fuchs,bruno-fuchs,427,973737,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
8,31,2495,360,0,53.45,47,33,151,182,39,28,54.91,54.65,31,6.88,Ayrton Lucas,ayrton-lucas,2496,818473,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
1,6,1198,158,0,23.08,22,19,64,70,28,12,52.03,46.98,8,6.88,Christian,christian,297,981733,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
7,59,2024,182,0,67.05,11,25,49,108,47,23,43.75,54.0,5,6.88,Neris,neris,109,840247,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
3,11,896,145,0,40.74,21,18,38,49,26,8,41.3,41.18,10,6.88,Bruno Henrique,bruno-henrique,359,345113,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
5,39,1605,154,0,54.17,9,18,38,77,27,18,47.5,50.66,6,6.88,Cacá,caca,174,929200,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
3,1,413,50,0,9.09,0,6,10,11,7,6,38.46,29.73,1,6.88,Ramiro,ramiro,298,330693,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,133,34,0,0.0,5,6,15,15,2,0,62.5,62.5,4,6.88,Adyson,adyson,75,1175259,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,19,353,24,0,73.08,1,6,6,25,6,3,54.55,67.57,0,6.88,Pablo,pablo,818,243735,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
1,15,1236,144,0,42.86,51,16,99,114,27,14,59.64,56.72,12,6.88,Pepê,pepe,549,946945,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
3,14,1278,217,0,40.0,13,20,82,96,32,12,51.9,49.74,5,6.88,Hugo,hugo,203,1018915,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
1,3,900,62,0,75.0,2,10,3,6,0,10,75.0,75.0,0,6.88,Mateus Pasinato,mateus-pasinato,104,914169,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
7,59,3060,205,0,62.77,17,34,69,128,28,34,57.5,59.81,1,6.88,Marllon,marllon,92,221206,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
4,42,2745,270,0,42.86,28,33,102,144,35,33,49.28,47.21,18,6.88,Thaciano,thaciano,408,872039,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
2,23,794,175,1,65.71,8,15,47,70,16,9,43.12,48.61,16,6.88,Gabriel Pires,gabriel-pires,493,178407,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
7,13,1842,332,0,34.21,24,31,91,104,19,20,42.52,41.27,32,6.88,Cristian Pavón,cristian-pavon,1638,358956,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
3,10,2766,340,0,90.91,4,31,5,15,0,31,100.0,93.75,0,6.88,Gabriel Vasconcelos,gabriel-vasconcelos,188,147467,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
4,5,700,128,0,45.45,12,12,37,42,24,12,40.22,40.78,5,6.88,Hyoran,hyoran,425,551348,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
6,11,1611,333,0,57.89,16,30,69,80,20,19,48.25,49.38,17,6.87,Wellington Rato,wellington-rato,735,865356,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
4,10,1530,150,0,100.0,9,17,6,16,0,17,85.71,94.12,0,6.87,Sergio Rochet,sergio-rochet,1042,581060,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
4,5,1125,246,0,35.71,45,20,90,95,14,14,54.22,52.78,26,6.87,Martín Benítez,martin-benitez,613,155715,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
2,17,2017,261,0,36.96,42,33,103,120,37,24,46.82,45.11,31,6.87,Alisson,alisson,732,291723,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
7,18,2115,247,0,35.29,40,25,79,97,22,25,58.96,52.43,15,6.87,Samuel Xavier,xavier-samuel,386,795773,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
5,18,1697,297,0,39.13,83,31,150,168,27,19,57.03,54.37,26,6.87,Ademir,ademir,546,922546,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
3,1,905,136,0,9.09,13,18,53,54,19,11,48.18,44.63,10,6.87,Ruan Oliveira,ruan-oliveira,290,1047656,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
5,10,2689,233,0,100.0,11,30,7,17,1,30,87.5,94.44,0,6.87,João Ricardo,joao-ricardo,204,839761,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
1,22,1988,189,0,36.07,19,32,52,74,18,24,43.33,40.88,23,6.87,Pedro,pedro,14019,840219,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,27,823,101,1,56.25,11,11,14,41,12,10,29.17,42.71,14,6.86,Islam Slimani,islam-slimani,8838,238708,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
1,0,640,101,0,0.0,14,16,33,33,8,7,53.23,50.0,10,6.86,Danielzinho,danielzinho,263,840218,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
1,19,1238,125,0,45.24,40,29,63,82,10,12,64.95,58.99,12,6.86,Breno Lopes,breno-lopes,685,937552,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
10,5,1940,394,0,31.25,37,28,92,97,22,20,59.35,56.73,11,6.86,Fagner,fagner,1645,25554,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
4,5,677,126,0,50.0,5,15,53,58,12,6,46.9,47.15,18,6.86,Imanol Machuca,imanol-machuca,379,974698,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
2,8,362,59,0,53.33,6,5,14,22,2,4,58.33,56.41,4,6.86,Patryck,patryck,454,1002528,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
6,18,1499,142,1,54.55,50,27,104,122,35,15,57.14,56.74,5,6.86,Jair,jair,549,268419,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
3,8,724,107,0,33.33,9,12,23,31,18,10,30.26,31.0,8,6.86,Aloísio,aloisio,270,243497,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
3,8,1111,101,0,30.77,3,14,12,20,11,12,40.0,35.71,0,6.86,Luan Patrick,luan-patrick,151,1002565,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
4,8,2499,422,0,32.0,62,34,168,176,29,28,50.0,48.75,27,6.86,Emmanuel Martínez,emmanuel-martinez,247,794312,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
6,39,2046,184,0,59.09,30,29,83,122,33,26,55.33,56.48,10,6.86,Willian Oliveira,willian-oliveira,89,295167,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
5,27,2610,307,1,33.75,49,33,85,112,39,31,45.21,41.79,21,6.85,Eduardo,eduardo,920,76507,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
5,33,1821,248,0,37.08,30,32,72,105,12,19,48.32,44.12,31,6.85,Thiago Galhardo,thiago-galhardo,1276,165677,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
2,4,606,177,0,80.0,23,17,51,55,15,7,46.79,48.25,19,6.85,Leonardo Fernández,leonardo-fernandez,773,846411,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
1,2,103,8,0,25.0,3,4,4,6,6,1,40.0,33.33,1,6.85,Matheus Nascimento,matheus-nascimento,1245,1047683,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
1,0,33,4,0,0.0,0,2,1,1,1,0,25.0,25.0,0,6.85,Kayque,kayque,74,1101437,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
5,6,1384,236,0,23.08,4,20,63,69,27,15,60.0,52.67,0,6.85,Mariano,mariano,337,40076,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,2,145,14,0,40.0,2,4,9,11,2,1,69.23,61.11,0,6.85,Paulinho,paulinho,2675,115183,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
3,13,1761,153,1,33.33,22,26,66,79,39,18,46.15,43.41,18,6.85,Matheus Martinelli,martinelli-matheus,694,1067671,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
1,5,777,90,0,31.25,7,13,51,56,15,9,50.5,47.86,8,6.85,Hércules,hercules,244,1104068,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
4,67,1999,149,0,74.44,13,25,49,116,20,25,64.47,69.88,1,6.84,Vitor Hugo,vitor-hugo,318,794838,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
9,26,1823,195,0,54.17,13,23,57,83,43,20,36.31,40.49,12,6.84,Erick Pulgar,erick-pulgar,3187,590262,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
9,80,2672,257,1,61.54,26,30,73,153,42,30,51.77,56.46,7,6.84,Emanuel Brítez,emanuel-britez,200,789395,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
2,78,2210,206,0,66.67,9,26,30,108,21,24,53.57,62.43,1,6.84,Messias,messias,240,839765,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
4,13,1658,100,1,54.17,6,19,31,44,11,19,47.69,49.44,3,6.84,Gary Medel,gary-medel,2006,22975,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
3,3,1459,266,0,21.43,38,29,77,80,18,15,46.11,44.2,24,6.84,Everton Ribeiro,everton-ribeiro,5453,145063,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
2,5,984,185,0,38.46,29,23,80,85,7,4,50.63,49.71,17,6.84,Ferreira,ferreira,845,998499,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
3,8,434,79,0,57.14,10,5,26,34,6,5,61.9,60.71,1,6.84,Mateusinho,mateusinho,57,1107069,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
1,8,671,129,1,66.67,21,18,60,68,16,8,51.72,53.13,9,6.84,Luiz Araújo,luiz-araujo,1928,840451,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
8,49,2736,178,2,53.26,40,31,84,133,39,31,57.14,55.65,8,6.84,Kanu,kanu,253,871705,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
1,7,1349,166,0,38.89,39,29,113,120,13,13,63.48,61.22,9,6.84,Wellington Silva,wellington-silva,106,121264,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
2,10,442,54,0,41.67,8,9,21,31,3,5,44.68,43.66,8,6.84,Deivid Washington,deivid-washington,2495,1485371,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
8,45,2861,269,0,51.72,16,32,47,92,19,32,51.09,51.4,8,6.84,Alan Empereur,alan-empereur,206,373740,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
3,30,569,82,0,53.57,14,20,34,64,15,5,46.58,49.61,10,6.84,José López,jose-lopez,1183,1094179,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
4,24,657,84,0,75.0,5,16,29,53,12,5,60.42,66.25,2,6.83,Gustavo Martins,gustavo-martins,182,1105796,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
2,11,1560,315,0,30.56,24,18,65,76,21,17,49.62,45.51,15,6.83,Lucas Esquivel,lucas-esquivel,486,1087079,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
3,40,2270,348,0,64.52,17,29,87,127,23,26,53.7,56.7,8,6.83,Rikelme,rikelme,160,1102383,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
8,5,2489,246,0,29.41,47,34,109,114,38,30,50.23,48.72,32,6.83,Tchê Tchê,tche-tche,726,840398,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
1,12,398,85,1,66.67,8,14,39,51,9,3,52.7,55.43,7,6.82,Erick Marcus,erick-marcus,281,1403439,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,3,1258,208,0,30.0,8,32,56,59,6,11,51.38,49.58,19,6.82,Luís Henrique,luis-henrique,1194,977679,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
3,45,1589,170,0,53.57,6,19,36,81,21,18,52.94,53.29,2,6.82,Leonardo Realpe,leonardo-realpe,291,977676,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
1,4,543,36,0,40.0,2,10,17,21,9,5,53.13,50.0,1,6.82,Kaiky Naves,kaiky-naves,427,1167068,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
2,7,625,77,0,53.85,6,11,28,35,5,7,60.87,59.32,2,6.82,Matheuzinho,matheuzinho,1492,931540,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
5,20,1051,129,0,68.97,8,17,65,85,17,14,52.0,55.19,9,6.82,Gabriel Moscardo,gabriel-moscardo,2123,1485309,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
3,6,915,86,0,33.33,13,17,67,73,26,9,53.6,51.05,2,6.82,Lucas Sasha,lucas-sasha,164,123225,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
13,57,2285,373,0,47.5,47,31,116,173,60,29,42.8,44.25,38,6.82,Robson,robson,272,850987,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
3,37,1185,157,0,61.67,16,22,30,67,17,12,56.6,59.29,1,6.81,Madson,madson,240,243439,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
2,22,1965,170,0,34.38,29,29,49,71,29,22,40.16,38.17,23,6.81,Juan Martín Lucero,juan-martin-lucero,781,359024,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
7,39,1935,177,0,49.37,9,22,56,95,27,22,54.9,52.49,1,6.81,Benjamin Kuscevic,benjamin-kuscevic,934,590324,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
6,28,1732,157,0,50.0,22,22,77,105,42,19,51.68,51.22,13,6.81,Rodrigo Battaglia,rodrigo-battaglia,456,158257,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
4,14,1936,284,0,43.75,34,26,119,133,17,21,56.13,54.51,23,6.81,Caio Paulista,caio-paulista,699,931591,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
