bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
2,498,148,21,0,86.14,23,55.26,429,162,5,0,69,272,38.46,6.86,Danielzinho,danielzinho,262,840218,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
2,294,98,11,3,80.95,6,84.62,238,85,2,0,56,155,7.41,6.86,Breno Lopes,breno-lopes,684,937552,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
3,1069,223,55,1,79.7,42,42.97,852,412,33,2,217,473,30.56,6.86,Fagner,fagner,1643,25554,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
1,213,86,7,0,85.45,19,87.5,182,38,16,0,31,160,33.33,6.86,Imanol Machuca,imanol-machuca,380,974698,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,132,20,4,0,75.76,2,40.0,100,55,3,0,32,48,37.5,6.86,Patryck,patryck,450,1002528,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
1,886,208,54,0,89.62,16,68.35,794,347,4,0,92,451,50.0,6.86,Jair,jair,549,268419,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
2,153,42,5,1,63.4,5,55.56,97,38,2,0,56,61,33.33,6.86,Aloísio,aloisio,270,243497,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
2,608,51,48,1,84.7,5,50.0,515,351,1,0,93,165,100.0,6.86,Luan Patrick,luan-patrick,150,1002565,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
3,1321,380,34,4,83.27,62,44.16,1100,398,38,0,221,740,35.85,6.86,Emmanuel Martínez,emmanuel-martinez,247,794312,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
1,941,112,58,0,84.48,13,61.05,795,481,1,0,146,315,50.0,6.86,Willian Oliveira,willian-oliveira,89,295167,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
13,1022,259,76,6,84.93,41,74.51,868,324,16,0,154,560,23.88,6.85,Eduardo,eduardo,921,76507,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
5,458,146,16,4,72.49,26,64.0,332,101,2,1,126,233,22.22,6.85,Thiago Galhardo,thiago-galhardo,1263,165677,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
1,326,99,24,0,80.37,12,68.57,262,88,12,0,64,186,17.91,6.85,Leonardo Fernández,leonardo-fernandez,778,846411,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
1,15,3,0,0,73.33,2,0.0,11,3,0,0,4,8,0.0,6.85,Matheus Nascimento,matheus-nascimento,1239,1047683,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
1,22,9,2,1,90.91,1,66.67,20,7,0,0,2,13,0.0,6.85,Kayque,kayque,74,1101437,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,823,148,68,1,79.34,9,49.28,653,329,12,0,170,336,35.29,6.85,Mariano,mariano,336,40076,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
1,61,13,2,0,83.61,2,50.0,51,30,0,0,10,21,0.0,6.85,Paulinho,paulinho,2675,115183,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
2,1348,259,30,2,93.4,18,71.43,1259,671,1,0,89,589,20.0,6.85,Matheus Martinelli,martinelli-matheus,686,1067671,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,297,53,26,0,85.86,4,66.67,255,114,1,0,42,142,7.14,6.85,Hércules,hercules,242,1104068,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,996,71,48,0,86.14,4,45.28,858,580,0,0,138,278,0.0,6.84,Vitor Hugo,vitor-hugo,319,794838,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
4,1209,240,38,3,88.83,15,69.09,1074,501,1,0,135,574,5.56,6.84,Erick Pulgar,erick-pulgar,3172,590262,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,1227,134,56,1,82.15,13,35.9,1008,561,4,0,219,451,36.36,6.84,Emanuel Brítez,emanuel-britez,198,789395,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,787,22,33,0,75.22,0,25.98,592,459,0,0,195,133,0.0,6.84,Messias,messias,242,839765,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,1055,89,75,0,92.8,4,65.22,979,698,1,0,76,282,33.33,6.84,Gary Medel,gary-medel,2008,22975,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
8,850,314,37,4,82.59,33,68.52,702,186,17,0,148,533,29.82,6.84,Everton Ribeiro,everton-ribeiro,5448,145063,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
4,432,165,21,3,83.1,11,70.0,359,87,5,0,73,277,18.52,6.84,Ferreira,ferreira,832,998499,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,180,34,4,0,78.89,6,23.53,142,63,3,0,38,82,13.04,6.84,Mateusinho,mateusinho,57,1107069,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,263,90,23,1,80.61,9,79.31,212,56,5,0,51,161,15.63,6.84,Luiz Araújo,luiz-araujo,1922,840451,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
1,1489,91,96,0,89.66,9,54.55,1335,910,0,0,154,425,0.0,6.84,Kanu,kanu,253,871705,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
3,368,135,17,2,84.24,24,70.83,310,93,2,0,58,219,6.67,6.84,Wellington Silva,wellington-silva,107,121264,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
1,77,19,1,0,74.03,3,50.0,57,20,0,0,20,37,0.0,6.84,Deivid Washington,deivid-washington,2497,1485371,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
2,1594,184,161,1,86.01,7,57.3,1371,796,3,0,223,578,23.08,6.84,Alan Empereur,alan-empereur,207,373740,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
1,129,35,6,0,63.57,11,60.0,82,26,2,1,47,58,28.57,6.84,José López,jose-lopez,1164,1094179,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,383,51,20,1,83.55,2,48.78,320,168,0,0,63,152,0.0,6.83,Gustavo Martins,gustavo-martins,175,1105796,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
3,779,121,35,1,79.08,19,40.7,616,336,19,0,163,299,23.17,6.83,Lucas Esquivel,lucas-esquivel,487,1087079,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
2,754,139,29,1,76.79,17,31.52,579,257,15,0,175,337,17.86,6.83,Rikelme,rikelme,159,1102383,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
5,1095,302,64,5,88.95,31,64.0,974,338,15,1,121,651,33.33,6.83,Tchê Tchê,tche-tche,726,840398,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
2,155,53,5,1,81.29,7,50.0,126,37,9,0,29,98,33.33,6.82,Erick Marcus,erick-marcus,279,1403439,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
1,537,170,27,2,79.7,30,61.36,428,135,5,0,109,298,22.73,6.82,Luís Henrique,luis-henrique,1192,977679,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,779,75,48,0,79.33,4,36.64,618,374,1,0,161,245,33.33,6.82,Leonardo Realpe,leonardo-realpe,284,977676,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,265,15,22,0,88.3,2,61.11,234,157,0,0,31,77,0.0,6.82,Kaiky Naves,kaiky-naves,419,1167068,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
1,333,71,12,0,86.79,4,44.44,289,147,3,0,44,145,18.75,6.82,Matheuzinho,matheuzinho,1485,931540,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,481,54,22,0,83.37,1,64.71,401,220,1,0,80,182,50.0,6.82,Gabriel Moscardo,gabriel-moscardo,2112,1485309,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,457,83,12,0,85.78,9,38.71,392,171,0,0,65,221,0.0,6.82,Lucas Sasha,lucas-sasha,163,123225,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
3,637,156,21,4,67.19,24,43.75,428,139,12,1,209,301,23.08,6.82,Robson,robson,276,850987,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
4,336,69,8,2,74.11,18,32.0,249,122,4,0,87,131,25.0,6.81,Madson,madson,235,243439,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
3,313,91,8,0,74.76,15,53.33,234,86,2,0,79,150,20.0,6.81,Juan Martín Lucero,juan-martin-lucero,782,359024,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,917,49,61,0,82.55,1,41.5,757,558,1,0,160,200,50.0,6.81,Benjamin Kuscevic,benjamin-kuscevic,931,590324,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
1,967,179,29,1,88.21,8,52.73,853,391,1,0,114,463,14.29,6.81,Rodrigo Battaglia,rodrigo-battaglia,456,158257,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
4,1078,232,16,2,88.96,23,61.54,959,433,10,0,119,536,20.0,6.81,Caio Paulista,caio-paulista,693,931591,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
1,53,22,1,0,71.7,2,25.0,38,6,1,0,15,33,50.0,6.81,Alexandre Pato,alexandre-pato,2728,32164,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,421,18,27,0,84.09,0,43.55,354,285,0,0,67,69,0.0,6.81,David Duarte,david-duarte,108,810715,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
4,223,79,3,0,73.99,22,75.0,165,42,8,0,58,131,36.36,6.81,Rony,rony,3753,835260,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
1,302,116,2,2,68.54,15,22.22,207,38,2,1,95,171,16.67,6.81,Thiago Borbas,thiago-borbas,648,1018547,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
4,603,176,18,1,76.45,20,48.65,461,130,10,0,142,341,18.18,6.81,Júnior Santos,junior-santos,521,922559,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
5,504,162,26,1,81.94,30,57.78,413,139,13,0,91,287,21.31,6.81,Yago Pikachu,yago-pikachu,892,363688,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
2,256,68,6,1,77.34,8,85.71,198,69,1,0,58,130,16.67,6.81,Gilberto,gilberto,818,158561,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
5,635,182,16,2,86.14,13,53.33,547,196,4,0,88,355,40.0,6.8,Victor Hugo,victor-hugo,1513,1170954,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,1433,74,61,1,88.7,4,43.26,1271,925,0,0,162,346,0.0,6.8,Jemerson,jemerson,457,328519,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,1500,169,85,0,88.73,7,50.6,1331,807,2,0,169,526,28.57,6.8,Léo,leo,551,360940,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
2,152,47,2,1,81.58,9,66.67,124,37,3,0,28,90,30.0,6.8,Rodrigo Varanda,rodrigo-varanda,163,1105305,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
1,235,43,7,0,85.53,5,63.64,201,77,0,0,34,124,0.0,6.8,Ronald,ronald,185,1587711,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
1,192,39,8,1,73.44,10,38.1,141,57,12,0,51,96,31.58,6.8,Luciano Juba,luciano-juba,600,1017264,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,86,19,10,1,73.26,5,52.63,63,26,3,0,23,40,15.0,6.8,Gabriel Carabajal,gabriel-carabajal,127,830742,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,69,9,5,0,88.41,0,62.5,61,40,0,0,8,21,0.0,6.8,Bastos,bastos,753,215956,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,170,28,7,0,84.12,5,43.75,143,74,4,0,27,73,19.05,6.8,Rafael,rafael,536,39623,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,297,14,6,0,92.26,2,40.0,274,179,0,0,23,95,0.0,6.8,Rodrigo Moledo,rodrigo-moledo,260,72080,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,73,4,6,0,80.82,0,46.15,59,40,0,0,14,19,0.0,6.8,Lucão,lucao,15,1410337,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,16,4,1,0,87.5,2,100.0,14,6,1,0,2,9,50.0,6.8,Miguel Terceros,miguel-terceros,336,1159656,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,10,1,5,0,50.0,0,55.56,5,2,0,0,5,3,0.0,6.8,Carlos Miguel,carlos-miguel,774,973738,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,1,1,0,0,100.0,0,0.0,1,0,0,0,0,1,0.0,6.8,Gabriel Dias,gabriel-dias,128,870697,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,12,1,2,0,83.33,0,100.0,10,7,2,0,2,5,100.0,6.8,Fellipe Bastos,fellipe-bastos,92,42109,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,5,1,0,0,80.0,2,0.0,4,3,1,0,1,2,100.0,6.8,Rafael Gava,rafael-gava,76,870920,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,6,2,0,0,83.33,1,0.0,5,2,0,0,1,3,0.0,6.8,Nathan Camargo,nathan-camargo,27,1199453,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,56,15,0,0,85.71,1,0.0,48,22,4,0,8,30,44.44,6.8,André Dhominique,andre-dhominique,219,1177384,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
2,1001,213,49,4,81.92,38,45.79,820,335,30,0,181,515,34.88,6.8,Leonel Di Plácido,leonel-di-placido,282,546338,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
2,783,173,20,3,87.23,18,52.63,683,344,13,0,100,352,37.14,6.8,Guga,guga,555,928134,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
3,732,276,20,2,81.42,26,51.28,596,144,19,0,136,471,23.46,6.79,Vitinho,vitinho,386,982405,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
1,260,112,9,1,80.38,14,50.0,209,42,3,0,51,170,30.0,6.79,Matheus Gonçalves,matheus-goncalves,1123,1175553,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
2,361,99,9,1,77.84,20,45.0,281,86,12,0,80,207,21.82,6.79,Ángel Romero,angel-romero,1500,1197041,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
2,834,234,46,2,86.21,28,67.65,719,231,12,0,115,500,33.33,6.79,Paulinho Paula,paulinho-paula,417,879902,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
6,1321,298,48,4,80.24,58,38.4,1060,512,66,0,261,614,30.84,6.79,Lucas Piton,lucas-piton,809,982174,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
2,620,112,31,0,88.55,11,65.96,549,255,7,0,71,301,30.43,6.79,Andrey,andrey,274,822513,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
5,1384,266,69,3,84.9,20,51.11,1175,510,6,0,209,671,18.75,6.79,Maycon,maycon,922,831778,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
1,894,161,37,0,81.88,16,44.58,732,351,3,0,162,384,20.0,6.79,Everton Morelli,everton-morelli,83,928137,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
3,187,68,7,1,78.61,18,63.64,147,29,3,0,40,121,30.0,6.79,Marcos Paulo,marcos-paulo,911,962027,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,102,28,3,0,79.41,6,42.86,81,26,0,0,21,55,0.0,6.79,Serginho,serginho,231,849301,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,214,17,9,1,85.05,1,52.94,182,121,0,0,32,61,0.0,6.79,Júlio César,julio-cesar,21,1185832,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
5,270,84,23,1,80.0,24,71.88,216,69,6,0,54,153,23.08,6.78,Jhon Jhon,jhon-jhon,485,1167069,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
2,231,83,6,1,78.35,11,35.29,181,52,9,0,50,138,23.08,6.78,Luca Orellano,luca-orellano,750,965764,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
1,202,54,5,0,83.17,2,62.5,168,63,0,0,34,105,0.0,6.78,Nonato,nonato,418,922566,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
2,856,221,42,1,78.5,28,48.84,672,270,5,0,184,407,16.67,6.78,Bruno Gomes,bruno-gomes,259,995071,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
2,521,181,18,1,70.83,18,56.25,369,88,5,1,152,286,11.9,6.78,Wesley,wesley,684,985766,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,876,36,41,0,83.9,1,36.28,735,522,0,0,141,213,0.0,6.78,Bruno Alves,bruno-alves,421,551810,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,552,36,44,0,81.16,3,41.51,448,307,2,0,104,143,66.67,6.78,Zé Ivaldo,ze-ivaldo,144,844602,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,268,24,15,0,79.48,2,31.91,213,144,0,0,55,69,0.0,6.78,Igor Rabello,igor-rabello,311,753662,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
3,795,149,49,1,71.32,30,37.12,567,274,28,1,228,321,20.74,6.78,Puma Rodríguez,puma-rodriguez,553,877591,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
3,261,84,6,1,75.1,19,75.0,196,69,1,0,65,128,25.0,6.77,John Kennedy,john-kennedy,1629,1087399,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
2,418,64,20,1,72.49,8,39.22,303,160,2,0,115,145,22.22,6.77,Matheus Bianqui,matheus-bianqui,99,981746,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,113,28,1,0,67.26,1,50.0,76,22,1,0,37,55,12.5,6.77,Diego Costa,diego-costa,5822,21212,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
9,611,170,30,2,84.78,26,69.77,518,210,11,0,93,319,32.35,6.77,Rodrigo Nestor,rodrigo-nestor,1012,905461,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
3,871,242,21,1,85.42,28,67.74,744,273,16,0,127,487,27.12,6.77,Michel Araújo,michel-araujo,586,924857,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
4,438,165,9,1,76.94,22,60.0,337,62,8,0,101,283,29.63,6.77,Bruno Henrique,bruno-henrique,8513,795291,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
1,1311,100,80,1,84.29,5,45.71,1105,690,0,0,206,415,0.0,6.77,Titi,titi,234,243435,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
1,1399,105,134,1,86.78,7,57.51,1214,843,0,0,185,371,0.0,6.77,Bruno Melo,bruno-melo,156,870851,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,339,111,3,0,77.88,16,16.67,264,65,18,0,75,217,17.82,6.77,Sorriso,sorriso,262,1105595,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,18,9,0,0,100.0,0,0.0,18,5,2,0,0,15,66.67,6.77,João Neto,joao-neto,59,1110033,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
1,153,50,10,0,80.39,11,66.67,123,32,2,0,30,93,50.0,6.77,Eduardo Vargas,eduardo-vargas,1558,37006,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,986,90,44,1,78.6,7,33.85,775,474,0,0,211,301,0.0,6.77,Walter Kannemann,walter-kannemann,834,249647,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
2,395,79,15,0,84.3,11,48.39,333,182,12,0,62,163,31.58,6.77,Welington,welington,522,1009920,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,93,16,6,0,82.8,0,85.71,77,39,0,0,16,38,0.0,6.77,Léo Mana,leo-mana,194,1170769,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,343,56,17,0,77.55,2,45.95,266,130,0,0,77,136,0.0,6.77,Danilo Barbosa,danilo-barbosa,326,330063,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
1,519,162,23,2,79.77,19,65.71,414,121,7,0,105,300,20.0,6.76,Bruno Zapelli,bruno-zapelli,914,1092354,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,791,125,39,0,83.69,12,45.88,662,357,1,0,129,306,33.33,6.76,Matheus Jussa,matheus-jussa,150,794849,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,386,97,21,0,87.05,6,55.26,336,113,1,0,50,224,33.33,6.76,Allan,allan,1219,828839,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
4,858,231,24,2,74.13,41,37.5,636,234,13,0,222,415,29.55,6.76,Juninho,juninho,248,330691,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,806,80,59,0,89.83,2,59.6,724,464,0,0,82,260,0.0,6.76,Felipe Melo,felipe-melo,1213,4811,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
1,154,41,3,0,68.18,7,60.0,105,31,1,0,49,75,33.33,6.76,Julio Furch,julio-furch,339,787551,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
4,343,128,11,3,83.38,21,61.11,286,93,9,0,57,202,18.75,6.76,Everaldo,everaldo,172,923951,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
2,607,116,28,2,80.23,8,48.28,487,240,0,0,120,247,0.0,6.76,Bruno Praxedes,bruno-praxedes,520,1018093,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,632,131,35,1,79.91,18,59.32,505,235,10,0,127,280,16.67,6.76,Marlon Lopes,marlon-lopes,125,870933,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
1,177,40,1,0,63.84,8,50.0,113,42,1,0,64,72,33.33,6.76,Pedro Raul,pedro-raul,1744,866911,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
1,519,37,11,0,75.34,3,21.57,391,244,0,0,128,147,0.0,6.76,Bruno Uvini,bruno-uvini,195,158267,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,499,49,41,0,83.97,1,53.25,419,281,2,0,80,140,66.67,6.76,Thiago Santos,thiago-santos,252,378590,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,384,16,31,0,85.94,4,50.82,330,246,0,0,54,84,0.0,6.76,Sidimar,sidimar,43,312072,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
1,82,17,3,0,58.54,3,37.5,48,18,1,0,34,31,33.33,6.76,Lucas Barbosa,lucas-barbosa,157,1067641,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,787,155,39,3,79.16,27,41.94,623,277,29,0,164,375,26.13,6.75,Marçal,marcal,526,143593,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,611,43,41,0,77.09,2,43.62,471,321,0,0,140,150,0.0,6.75,Ricardo Silva,ricardo-silva,59,599700,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,909,170,24,1,83.83,9,38.71,762,358,4,0,147,408,14.29,6.75,Fábio Santos,fabio-santos,874,35519,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
2,308,104,9,1,78.57,7,60.0,242,59,0,0,66,183,0.0,6.75,Rafael Ratão,rafael-ratao,506,352838,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,597,89,12,0,84.09,3,35.29,502,261,1,0,95,242,10.0,6.75,Rômulo,romulo,154,989384,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
2,78,29,4,0,78.21,3,100.0,61,18,0,0,17,43,0.0,6.75,Rayan,rayan,876,1464966,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,121,20,1,0,73.55,2,12.5,89,48,3,0,32,44,30.0,6.75,Matías Galarza,matias-galarza,462,1105836,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
1,241,50,3,2,76.76,7,20.0,185,83,5,0,56,107,18.52,6.75,Vanderlan,vanderlan,633,1067640,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
