yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
4,6,826,102,0,66.67,6,13,31,37,15,11,51.67,53.62,7,6.64,Beder Caicedo,caicedo-beder,30,875822,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
10,15,1620,281,2,65.22,21,21,57,72,30,18,46.34,49.32,16,6.64,Gregori Anangonó,gregori-anangono,5,931382,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
10,47,1755,182,0,65.28,17,21,53,100,23,19,59.55,62.11,3,6.64,Yardely Rodriguez,rodriguez-yardely,1,1473215,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
3,12,490,44,0,66.67,10,8,16,28,6,6,64.0,65.12,1,6.64,Luis Romero,luis-romero,1,220437,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
3,11,1036,114,1,50.0,14,19,33,44,37,12,37.08,39.64,8,6.64,Carlos Villalba,carlos-villalba,39,975704,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
4,32,1687,141,1,64.0,10,19,23,55,22,19,43.4,53.4,0,6.64,Eddie Guevara,eddie-guevara,5,827127,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
4,12,499,71,0,70.59,5,18,11,23,15,5,39.29,51.11,2,6.64,Bruno Piñatares,bruno-pinatares,48,842348,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
2,22,1227,122,0,40.0,25,20,33,55,20,15,37.93,38.73,13,6.63,Jostin Alman,jostin-alman,6,925478,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
1,0,188,14,0,0.0,1,10,2,2,2,1,40.0,28.57,1,6.63,Federico Vietto,federico-vietto,15,822598,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
1,1,158,23,0,33.33,6,9,14,15,4,0,56.0,53.57,2,6.63,Davis Camacho,camacho-davis,1,990816,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
4,16,1897,265,0,72.73,27,29,64,80,43,22,38.79,42.78,25,6.63,Wiston Fernández,wiston-fernandez,17,931581,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,1,342,48,0,50.0,13,12,13,14,3,3,61.9,60.87,4,6.63,Danny Luna,danny-luna,8,158417,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
2,16,1595,302,0,59.26,16,24,69,85,11,18,62.16,61.59,6,6.63,Edwin Mesa,mesa-edwin,1,1185465,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
0,4,494,86,0,50.0,16,16,31,35,10,3,49.21,49.3,15,6.63,Juan Diego Rojas Caicedo,juan-diego-rojas-caicedo,4,339997,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
10,24,2070,247,0,40.0,75,28,121,145,28,25,62.05,56.86,18,6.63,Jesús Preciado,jesus-preciado,5,843265,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
0,1,113,14,0,33.33,5,4,5,6,2,1,41.67,40.0,3,6.63,Luis Aldair Arroyo Cabeza,luis-aldair-arroyo-cabeza,1,1517846,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,0,360,28,1,0.0,1,4,1,1,1,4,50.0,50.0,0,6.63,Kleber Pinargote Lara,kleber-pinargote-lara,23,1065598,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,7,572,71,0,53.85,2,9,18,25,4,6,64.29,60.98,3,6.62,Bleiner Agrón,bleiner-agron,25,1066910,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,9,325,31,0,47.37,3,10,3,12,1,2,33.33,42.86,3,6.62,Óscar Villalba,oscar-villalba,3,1188874,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
6,15,1046,126,2,62.5,30,21,61,76,26,11,56.48,57.58,7,6.62,Cristhian Valencia,cristhian-valencia,9,1105365,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,10,1639,194,1,66.67,40,26,64,74,11,21,61.54,62.18,11,6.62,Klebinho,klebinho,57,822507,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
1,4,321,37,0,80.0,1,8,5,9,7,3,38.46,50.0,1,6.61,Esnaider Cabezas,esnaider-cabezas,5,1102458,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
7,24,1429,283,1,63.16,32,22,71,95,31,17,44.65,48.22,18,6.61,José Carabalí,jose-carabali,17,1017480,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
0,2,199,30,0,33.33,6,11,9,11,2,0,45.0,42.31,4,6.61,Walter Chalá,walter-chala,13,146608,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
7,61,1973,244,4,59.8,16,23,51,112,42,23,47.22,53.33,4,6.61,Andrés Micolta,andres-micolta,6,1466301,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
7,12,2065,301,2,46.15,29,25,75,87,31,25,49.34,48.88,19,6.61,Darwin Suarez,darwin-suarez,2,846827,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,10,425,48,0,45.45,7,15,12,22,8,4,48.0,46.81,3,6.61,Roberto Ordóñez,roberto-ordonez,20,874641,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,5,261,28,0,27.78,1,9,3,8,4,2,23.08,25.81,2,6.6,Walberto Caicedo,walberto-caicedo,4,588594,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
0,0,194,25,0,0.0,1,7,9,9,2,2,40.91,37.5,3,6.6,Franco Costa,franco-costa,7,558788,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
0,0,49,1,0,0.0,0,2,0,0,1,0,0.0,0.0,1,6.6,Jose Klinger,klinger-jose,83,1201014,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,0,65,9,0,0.0,2,2,3,3,0,1,60.0,60.0,1,6.6,Michael Mieles,mieles-michael,1,1156172,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,0,63,6,0,0.0,1,3,3,3,5,0,30.0,27.27,0,6.6,Mathías Solís,mathias-solis,2,1145374,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,0,13,4,0,0.0,0,3,0,0,2,0,0.0,0.0,0,6.6,Silvano Estacio,silvano-estacio,1,1002475,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,0,16,2,0,0.0,0,1,1,1,0,0,100.0,100.0,0,6.6,Armando Calle,calle-armando,1,1185463,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
0,0,14,5,0,0.0,0,1,1,1,0,0,100.0,100.0,0,6.6,Ariel Fernando Alcivar,alcivar-ariel-fernando,0,1141759,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,0,180,22,0,0.0,0,2,0,0,0,2,0.0,0.0,0,6.6,Adrián Bone,adrian-bone,5,146240,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,0,18,5,0,0.0,2,2,3,3,2,0,42.86,42.86,2,6.6,Piero Guzmán,piero-guzman,1,1483014,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,7,454,34,0,77.78,6,9,11,18,16,5,32.35,41.86,4,6.59,Joffré Escobar,joffre-escobar,43,885539,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
1,3,274,42,0,27.27,5,9,10,13,11,2,35.71,33.33,6,6.59,Cristian Duma,cristian-duma,6,941509,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
4,5,972,142,1,35.71,11,17,23,28,14,13,46.94,44.44,5,6.59,Bryan Nazareno,nazareno-bryan,7,1466354,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
0,0,174,26,0,0.0,1,8,2,2,1,1,20.0,15.38,2,6.59,Daniel Segura,segura-daniel,8,976958,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
2,0,179,28,0,0.0,10,10,12,12,8,1,44.44,44.44,1,6.59,Jean Carrion,jean-carrion,2,1190333,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,3,326,33,0,23.08,5,14,12,15,7,2,41.38,35.71,4,6.58,Ignacio Valsagiácomo,ignacio-valsagiacomo,6,932881,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,2,265,15,0,28.57,9,6,10,12,7,4,52.63,46.15,1,6.58,Manuel Núñez,manuel-nunez,6,1128899,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
5,10,1834,138,0,45.45,14,29,53,63,40,20,40.15,40.91,11,6.58,Juan Jimenez,juan-jimenez,11,922048,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
2,5,589,57,0,71.43,11,11,25,30,8,6,54.35,56.6,3,6.58,Richard Farias,farias-richard,2,1185458,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
2,1,355,66,0,14.29,4,10,11,12,10,3,28.95,26.67,7,6.58,Ángel González,angel-gonzalez,40,773629,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,1,159,16,0,20.0,3,5,3,4,2,1,42.86,33.33,1,6.58,Cristian Sención,cristian-sencion,15,877404,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,2,176,18,0,40.0,3,4,9,11,2,0,69.23,61.11,1,6.58,Eder Cetre,eder-cetre,2,1015248,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
2,2,103,13,0,50.0,8,6,10,12,4,1,55.56,54.55,1,6.58,Sergio Vasquez,vasquez-sergio,6,1473448,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
5,14,1383,117,0,46.67,24,18,38,52,23,17,47.5,47.27,14,6.57,Renato César,renato-cesar,26,248023,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,0,373,66,0,0.0,3,12,12,12,6,3,35.29,35.29,4,6.56,Jefferson Montero,jefferson-montero,156,54686,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
6,16,1942,237,0,53.33,27,28,52,68,22,21,48.6,49.64,11,6.56,William Vargas,vargas-william,4,928506,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
1,11,291,40,0,61.11,8,8,13,24,9,3,48.15,53.33,3,6.56,Christian Cuero,christian-cuero,1,965039,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,1,214,24,0,12.5,4,6,9,10,3,3,47.37,37.04,4,6.56,Cristopher Zambrano,zambrano-cristopher,41,1116357,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
3,17,1262,195,1,54.84,14,21,41,58,28,13,48.24,50.0,8,6.55,Jose Luis Monaga Quinonez,jose-luis-monaga-quinonez,1,925620,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
2,5,988,138,0,31.25,7,27,24,29,16,5,45.28,42.03,6,6.55,Arnaldo Valverde,arnaldo-valverde,1,964939,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
3,5,804,130,0,35.71,13,10,27,32,12,10,50.94,47.76,4,6.55,Andy Burbano,andy-burbano,1,868745,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
0,10,250,38,0,52.63,4,6,6,16,10,2,31.58,42.11,2,6.55,Joao Paredes,joao-paredes,1,921860,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
1,1,136,13,0,50.0,1,3,2,3,3,1,33.33,37.5,0,6.55,Jonnathan Bravo,jonnathan-bravo,1,881845,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
1,0,182,22,0,0.0,2,6,5,5,5,1,35.71,35.71,1,6.55,Silvio Gutiérrez,silvio-gutierrez,6,877438,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
2,13,1202,184,0,59.09,15,16,42,55,13,14,58.33,58.51,6,6.55,Federico Arbeláez,federico-arbelaez,5,863327,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
2,18,723,58,1,60.0,8,11,11,29,13,7,39.29,50.0,2,6.55,Marlon Mejía,marlon-mejia,5,155772,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
11,8,1525,158,0,36.36,26,22,54,62,37,19,42.19,41.33,18,6.55,Federico Jesus Flores,federico-jesus-flores,4,358502,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,1,369,57,1,20.0,16,11,29,30,12,3,50.88,48.39,8,6.54,Santiago Ramirez,santiago-ramirez,7,877597,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
5,26,874,106,1,78.79,2,12,8,34,17,10,25.0,52.31,4,6.54,Roberto Luzárraga,roberto-luzarraga,5,877435,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,2,192,19,0,33.33,2,11,9,11,6,1,50.0,45.83,1,6.54,Luis Castro,luis-castro,2,1473028,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
4,12,1369,168,0,63.16,26,19,63,75,11,15,57.8,58.59,9,6.54,Byron Torrez,byron-torrez,1,1473534,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,3,445,64,0,30.0,9,15,19,22,11,2,43.18,40.74,6,6.53,Santiago Zamora,zamora-santiago,7,990271,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
2,3,520,69,0,42.86,4,15,18,21,7,5,43.9,43.75,6,6.53,Jefferson Arce,arce-jefferson,18,985108,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
3,7,594,71,0,58.33,2,11,8,15,12,5,29.63,38.46,1,6.53,Jhonnier Estrada,estrada-jhonnier,0,1473447,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
0,2,367,24,1,33.33,9,8,10,12,1,4,50.0,46.15,5,6.53,Federico Andrada,federico-andrada,30,330865,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
1,3,469,60,0,50.0,11,17,15,18,5,3,48.39,48.65,6,6.53,Edgar Lastre,edgar-lastre,13,1018573,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,4,486,51,1,33.33,12,14,19,23,8,5,59.38,52.27,3,6.52,Brayan Angulo,brayan-angulo,233,588584,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
4,19,1261,207,1,54.29,16,17,30,49,13,14,54.55,54.44,6,6.52,Marlon Quiñónez,marlon-quinonez,3,1133763,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
1,3,351,59,0,60.0,4,12,11,14,6,2,44.0,46.67,4,6.52,Denis Rodríguez,denis-rodriguez,15,798692,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
3,2,435,63,0,20.0,6,13,15,17,6,5,36.59,33.33,8,6.52,Ayrton Preciado,ayrton-preciado,164,343119,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
4,14,925,102,1,63.64,10,14,22,36,17,10,44.0,50.0,0,6.52,Franklin Carabali,franklin-carabali,3,883162,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
4,3,474,63,0,37.5,8,9,18,21,8,4,46.15,44.68,5,6.51,Melvin Diaz,diaz-melvin,4,1069637,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,8,799,119,0,44.44,22,18,43,51,20,7,45.74,45.54,16,6.51,Tomson Minda,tomson-minda,4,1018545,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,8,330,42,0,66.67,6,9,8,16,5,3,29.63,41.03,6,6.51,Stiven Plaza,stiven-plaza,152,938728,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
1,16,507,37,1,55.17,7,11,15,31,3,4,71.43,62.0,0,6.51,Dubar Enríquez,dubar-enriquez,1,932248,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
5,18,1377,232,1,56.25,8,20,23,41,34,16,31.51,39.05,8,6.51,Rody Zambrano,rody-zambrano,1,1117831,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,0,19,4,0,0.0,1,1,1,1,1,0,50.0,50.0,0,6.5,Luis Arce,arce-luis,10,975708,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,0,8,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,Emerson Espinoza,espinoza-emerson,8,1094577,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,1,90,11,0,50.0,0,1,0,1,0,1,0.0,50.0,0,6.5,Erick Viveros,erick-viveros,1,873946,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
1,0,20,3,0,0.0,0,1,1,1,1,0,50.0,50.0,0,6.5,Jordán Mohor,jordan-mohor,0,1457531,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,3,107,17,0,42.86,2,3,5,8,5,1,31.25,34.78,4,6.5,Gustavo Guerreño,gustavo-guerreno,12,988081,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,0,95,17,0,0.0,3,5,5,5,0,1,55.56,50.0,3,6.5,Juan Perez,perez-juan,34,1470460,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,1,169,18,0,33.33,7,6,9,10,6,2,50.0,47.62,1,6.5,Ronal Jimenez,jimenez-ronal,2,1473012,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
2,4,328,21,0,50.0,4,9,12,16,4,2,57.14,55.17,1,6.5,Carlos Medina,medina-carlos,1,1108473,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,0,15,0,0,0.0,1,1,1,1,1,0,50.0,50.0,0,6.5,Jhon Acurio,acurio-jhon,27,1479183,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,1,24,5,0,100.0,0,2,2,3,1,0,66.67,75.0,0,6.5,José Orlando Pérez,jose-orlando-perez,7,859701,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,0,32,2,0,0.0,1,3,3,3,1,0,60.0,50.0,0,6.5,Erick Zambrano,erick-zambrano,75,1517847,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
0,0,17,3,0,0.0,0,3,1,1,2,0,16.67,14.29,0,6.5,Diego Espinosa,diego-espinosa,1,826814,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
2,0,360,15,0,0.0,0,4,0,0,0,4,0.0,0.0,0,6.5,Adrián Gabbarini,adrian-gabbarini,32,37951,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
1,1,107,7,0,25.0,0,5,1,2,7,1,12.5,16.67,0,6.5,Jipson Orovio,orovio-jipson,1,992009,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
2,11,408,30,0,68.75,3,7,7,18,4,5,58.33,64.29,1,6.5,Moisés Corozo,moises-corozo,8,277363,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
4,0,820,130,0,0.0,18,18,43,43,17,9,42.57,42.16,26,6.49,Dixon Vera,dixon-vera,11,1197424,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,1,200,19,0,12.5,2,8,5,6,2,1,45.45,31.58,3,6.49,Agustín Dávila,agustin-davila,28,966841,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
2,1,206,34,0,25.0,1,5,9,10,5,2,40.91,38.46,2,6.48,Jefferson Padilla,jefferson-padilla,1,1495635,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,3,316,33,0,27.27,3,10,7,10,11,3,25.0,25.64,5,6.48,Jordan Yepez,yepez-jordan,4,1185829,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
2,3,190,17,0,42.86,0,11,1,4,14,0,5.56,16.0,2,6.48,Ruyery Blanco,ruyery-blanco,18,974049,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
2,3,393,60,0,33.33,2,8,13,16,5,5,40.63,39.02,2,6.48,Mejia Marcos,marcos-mejia,1,976964,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
1,5,644,102,0,45.45,12,22,31,36,11,3,45.59,45.57,14,6.47,Junior Ayovi,junior-ayovi,2,1103512,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,1,110,21,0,25.0,0,4,3,4,3,0,27.27,26.67,2,6.47,Yeison Nazareno,nazareno-yeison,1,1473005,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
2,12,1249,183,1,50.0,11,18,37,49,24,14,48.68,49.0,6,6.47,Josué Cuero,josue-cuero,1,1142359,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
2,4,569,79,0,50.0,6,14,36,40,18,4,43.37,43.96,13,6.46,Joel Alirio Almache Hidalgo,almache-hidalgo-joel-alirio,1,1390303,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
2,6,633,69,0,60.0,6,8,17,23,13,6,45.95,48.94,5,6.46,Christian Cruz,christian-cruz,21,844613,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,0,46,3,0,0.0,0,2,0,0,2,0,0.0,0.0,0,6.45,Justin Cuero,cuero-justin,263,1201018,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
1,2,198,43,0,20.0,5,11,6,8,6,3,23.08,22.22,14,6.45,Jaime Ortiz,ortiz-jaime,3,976016,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
9,4,1526,140,2,28.57,23,23,50,54,34,21,43.86,42.19,13,6.44,Pedro Larrea,pedro-larrea,3,793430,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
2,1,247,45,0,12.5,1,9,2,3,5,3,9.09,10.0,4,6.44,Denilson Ovando,denilson-ovando,12,1017166,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
0,3,747,81,1,37.5,15,15,25,28,16,10,50.0,48.28,0,6.44,Luis Ayala,luis-ayala,10,339961,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,1,161,17,1,33.33,0,5,2,3,0,1,66.67,50.0,0,6.43,Diego Corozo,diego-corozo,1,311994,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,0,450,58,0,0.0,0,5,0,0,0,5,0.0,0.0,0,6.42,Alexander Eras,alexander-eras,1,1495592,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,8,393,41,0,72.73,2,8,11,19,6,3,50.0,57.58,1,6.41,Jeremy Del Castillo,del-castillo-jeremy,1,1466376,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
0,0,15,7,0,0.0,0,1,2,2,0,0,50.0,40.0,0,6.4,Jordan Morán,jordan-moran,36,1002519,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,0,8,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.4,Gustavo Nnachi,gustavo-nnachi,10,1011433,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,0,45,11,0,0.0,0,1,1,1,4,0,16.67,12.5,0,6.4,Oscar Jaramillo,oscar-jaramillo,0,920899,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,0,20,3,0,0.0,0,3,0,0,0,0,0.0,0.0,0,6.4,Bryan Wittle,bryan-wittle,6,1197420,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,0,45,8,0,0.0,0,1,0,0,2,1,0.0,0.0,1,6.4,Mayer Mendez,mendez-mayer,2,1459664,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,2,240,26,0,28.57,5,7,6,8,7,2,31.58,30.77,3,6.4,William Ocles,william-ocles,1,921388,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
2,3,290,28,0,100.0,0,5,3,6,2,3,37.5,54.55,1,6.38,Andres Garcia,garcia-andres,1,1020036,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
1,4,550,69,0,40.0,4,9,13,17,8,7,41.94,41.46,1,6.36,Henry Quinonez,henry-quinonez,1,873888,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
0,1,25,6,0,100.0,1,2,1,2,0,0,50.0,66.67,0,6.35,Marcos Caicedo,marcos-caicedo,13,52070,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
