yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
2,22,2351,402,0,64.71,9,27,43,65,16,27,48.31,52.85,13,6.75,Jonnathan Mina,mina-jonnathan,3,1019932,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
6,11,1598,186,1,36.67,57,26,87,98,33,21,52.1,49.75,17,6.75,Jimmy Evans,evans-jimmy,8,1177802,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
1,1,33,4,0,100.0,2,2,2,3,2,0,40.0,50.0,1,6.75,Daniel Mejia,mejia-daniel,0,1604235,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
1,0,187,32,0,0.0,2,4,5,5,3,2,41.67,35.71,2,6.75,Bryan Oña,bryan-ona,2,882068,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
2,0,302,41,0,0.0,6,10,13,13,6,3,48.15,34.21,5,6.75,Sergio Sosa,sosa-sergio,3,789888,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
0,0,42,8,0,0.0,0,4,2,2,1,0,50.0,50.0,1,6.75,Manuel Corozo,manuel-corozo,0,1103523,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
1,3,92,17,0,100.0,0,4,2,5,1,0,40.0,62.5,1,6.75,Mayckel Uriarte,mayckel-uriarte,1,1117777,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
3,1,1782,185,1,50.0,2,21,4,5,1,20,66.67,62.5,0,6.75,Jorge Pinos,jorge-pinos,16,925598,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
2,4,604,89,0,30.77,18,14,36,40,9,7,56.25,51.95,11,6.75,Wilter Ayovi,wilter-ayovi,3,826832,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
5,35,1460,142,1,74.47,8,20,30,65,16,16,54.55,63.73,3,6.75,Ousmane N’Dong,ousmane-n-dong,25,1017449,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
2,8,1081,163,0,50.0,13,19,41,49,16,13,46.59,47.12,10,6.74,Daniel Clavijo,daniel-clavijo,1,903650,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
2,2,381,55,1,20.0,2,9,18,20,6,4,48.65,42.55,6,6.74,Ronald Perlaza,perlaza-ronald,6,1485501,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,2,1074,145,0,18.18,21,16,57,59,15,14,53.77,50.43,10,6.74,Ariel Almagro,ariel-almagro,0,1495599,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
6,15,2433,262,1,53.57,34,28,95,110,31,28,59.38,58.51,17,6.74,Roger Arias,roger-arias,3,1103526,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
2,11,902,146,1,23.4,27,23,42,53,13,12,53.16,42.06,8,6.74,José Andrade,jose-andrade,3,883301,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
8,33,2351,203,0,62.26,6,27,33,66,30,26,50.77,55.93,2,6.74,Luciano Recalde,luciano-recalde,19,896879,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
7,4,2430,294,0,57.14,2,27,4,8,1,27,66.67,61.54,0,6.74,Walter Chavez,walter-chavez,1,155764,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
2,3,805,103,0,42.86,10,15,24,27,16,9,45.28,45.0,5,6.74,Gustavo Cortez,gustavo-cortez,29,846662,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
3,25,2144,222,0,52.08,17,28,44,69,17,23,60.27,57.02,2,6.74,Kevin Becerra,kevin-becerra,1,931653,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
4,5,1620,211,0,71.43,4,18,11,16,4,18,61.11,64.0,0,6.74,David Cabezas,david-cabezas,5,886492,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
3,4,1109,118,0,33.33,18,22,39,43,13,15,48.75,46.74,11,6.74,Adolfo Muñoz,adolfo-munoz,29,869785,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
5,18,854,80,0,64.29,2,11,15,33,18,10,37.5,48.53,1,6.74,Richard Mina,mina-richard,31,937863,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,10,1425,217,0,40.0,20,22,47,57,27,17,43.93,43.18,16,6.74,Jean Carlos Estacio,jean-carlos-estacio,1,932247,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
4,51,2211,226,0,36.96,19,29,45,96,35,28,37.82,37.35,20,6.73,Agustin Maziero,agustin-maziero,13,913609,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
7,12,2115,257,0,32.43,55,29,98,110,32,25,54.75,50.93,23,6.73,Sebastián Assis,sebastian-assis,18,976167,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
10,0,896,84,0,0.0,6,18,24,24,10,11,51.06,48.0,3,6.73,Cristian Pellerano,cristian-pellerano,35,787563,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
2,7,1781,350,0,53.85,23,21,73,80,27,19,51.77,51.95,15,6.73,Jordan Chillambo,chillambo-jordan,1,1473214,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
0,5,263,28,0,41.67,2,3,4,9,3,3,33.33,37.5,3,6.73,Dixon Arroyo,dixon-arroyo,273,158407,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
5,6,1359,125,0,31.58,12,25,31,37,30,16,33.7,33.33,18,6.73,Cristian Martínez,cristian-martinez,129,312194,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
2,9,1367,168,0,60.0,17,23,69,78,24,13,51.11,52.0,13,6.73,Andrés Felipe Ávila,andres-felipe-avila,16,921961,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
7,13,1210,110,0,59.09,13,17,25,38,18,12,48.08,51.35,2,6.73,Darwin Estuardo Quilumba Diaz,darwin-estuardo-quilumba-diaz,2,922104,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,2,267,54,0,25.0,1,12,5,7,6,4,27.78,26.92,6,6.73,Steven Gomez,gomez-steven,4,1461227,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
0,13,412,29,0,52.0,11,10,12,25,11,5,52.17,52.08,0,6.73,Olmes García,olmes-garcia,12,314094,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,3,552,91,0,25.0,6,18,13,16,5,4,41.94,37.21,2,6.73,Jalmar Almeida,almeida-jalmar,3,1186831,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,0,125,32,0,0.0,4,7,9,9,2,0,50.0,50.0,1,6.73,Lucas Ontivero,lucas-ontivero,13,384486,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
7,24,2420,263,0,52.17,21,28,60,84,22,26,59.41,57.14,3,6.73,Luis Caicedo,luis-caicedo,5,1169072,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
4,11,1630,166,0,84.62,15,25,49,60,20,18,50.52,54.55,5,6.73,Jean Humanante,humanante-jean,9,938611,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
1,3,597,59,0,50.0,2,11,19,22,8,6,50.0,50.0,5,6.73,Nicolás Previtali,nicolas-previtali,16,906807,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,16,480,68,0,43.24,5,13,12,28,4,3,40.0,41.79,7,6.73,Yilmar Filigrana,yilmar-filigrana,14,874724,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
9,31,2197,165,0,58.49,14,26,39,70,31,24,46.99,51.47,0,6.72,Pablo Cifuentes,pablo-cifuentes,1,873737,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
3,3,382,58,0,42.86,18,16,25,28,9,3,67.57,63.64,3,6.72,Tommy Chamba,tommy-chamba,70,1404583,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
4,3,1384,197,0,20.0,20,26,51,54,21,17,51.52,47.37,13,6.72,Henry Patta,henry-patta,4,588620,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
0,6,188,38,0,85.71,3,6,9,15,2,1,50.0,60.0,4,6.72,Jose Caicedo,caicedo-jose,3,1474796,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
0,0,69,13,0,0.0,3,6,8,8,1,0,88.89,72.73,0,6.72,Kevin Velasco,kevin-velasco,1,1185054,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
6,26,1391,172,1,63.41,19,21,61,87,26,14,59.8,60.84,1,6.72,Marlon Medranda,medranda-marlon,1,1020037,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
8,7,1965,318,1,38.89,27,26,76,83,27,23,52.78,51.23,7,6.72,Marco Montaño,marco-montano,3,827138,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
2,17,847,77,0,39.53,6,25,13,30,18,7,36.11,37.97,2,6.72,Enzo López,enzo-lopez,4,1022783,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
2,7,1283,176,0,41.18,14,22,42,49,23,16,46.67,45.79,11,6.72,Onofre Mejia,onofre-mejia,1,338951,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,6,791,107,1,37.5,25,18,40,46,11,7,56.34,52.87,11,6.72,Jefferson Caicedo,caicedo-jefferson,3,927271,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
3,9,107,12,0,69.23,4,7,7,16,4,0,50.0,59.26,0,6.72,Jan Hurtado,jan-hurtado,573,868777,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
2,6,383,56,0,54.55,7,7,9,15,7,6,39.13,44.12,1,6.72,Jackson Rodríguez,jackson-rodriguez,10,1018168,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
5,30,1721,262,0,60.0,22,27,62,92,33,18,37.35,42.59,37,6.72,Renny Sinisterra,sinisterra-renny,25,1131289,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
2,19,1158,103,1,52.78,8,14,25,44,3,14,73.53,62.86,1,6.71,Darwin Torres,darwin-torres,19,220757,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,15,388,37,0,50.0,3,7,5,20,4,5,45.45,48.78,2,6.71,Michael Rangel,michael-rangel,139,1103938,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
2,10,1127,162,0,66.67,15,14,60,70,10,12,61.22,61.95,7,6.71,José Hernández,jose-hernandez,8,885589,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,4,190,31,0,28.57,2,8,6,10,10,0,25.0,26.32,5,6.71,Alejandro Gabriel Quintana,alejandro-gabriel-quintana,16,868706,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
8,12,1620,172,0,44.44,16,21,75,87,30,19,60.0,57.24,2,6.71,Alex Rangel,rangel-alex,8,1109883,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
5,20,892,156,2,71.43,32,21,66,86,27,6,53.23,56.58,10,6.71,Adonis Preciado,adonis-preciado,38,975536,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
4,7,1204,159,2,36.84,13,22,45,52,12,15,50.56,48.15,13,6.71,Erick Castillo,erick-castillo,74,338957,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,7,213,15,0,46.67,6,14,10,17,3,1,66.67,56.67,1,6.71,Diego Hurtado,diego-hurtado,3,922854,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
2,14,902,71,1,60.87,6,11,12,26,14,11,44.44,52.0,0,6.71,Wilker Ángel,wilker-angel,331,147358,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
4,3,723,77,0,42.86,7,13,19,22,20,8,37.25,37.93,6,6.71,Jhoanner Chávez,jhoanner-chavez,245,1002458,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
3,3,732,93,0,42.86,13,14,36,39,3,9,63.16,60.94,9,6.71,Marco Alexander Carrasco Bonilla,carrasco-bonilla-marco-alexander,5,966583,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,12,1159,112,0,54.55,11,16,27,39,16,13,52.94,53.42,3,6.71,Ronny Biojo,biojo-ronny,1,965873,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
2,9,1767,189,0,33.33,21,25,62,71,21,23,49.6,46.71,13,6.7,Rommel Tapia,rommel-tapia,1,1391980,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,4,175,43,0,80.0,4,9,10,14,4,0,38.46,45.16,5,6.7,Bryan Elian Vinan Rodriguez,bryan-elian-vinan-rodriguez,1,964923,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
0,1,14,6,0,100.0,1,1,2,3,0,0,66.67,75.0,1,6.7,Derlis Mereles,mereles-derlis,15,974113,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
1,0,10,5,0,0.0,1,1,2,2,1,0,66.67,66.67,0,6.7,Álvaro Preciado,alvaro-preciado,9,974099,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,0,20,4,0,0.0,0,1,2,2,0,0,100.0,66.67,0,6.7,Guillermo Rendón,guillermo-rendon,8,1177429,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,0,108,7,0,0.0,1,2,5,5,1,1,50.0,50.0,2,6.7,Marcos Olmedo,olmedo-marcos,2,975773,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,0,56,8,0,0.0,0,2,1,1,1,0,33.33,33.33,0,6.7,Jeremy Mina,mina-jeremy,1,1116363,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
0,0,11,3,0,0.0,1,3,1,1,0,0,100.0,100.0,0,6.7,Ronal de Jesus,de-jesus-ronal,1,989375,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
2,6,408,38,0,100.0,6,7,11,17,7,5,55.0,65.38,1,6.7,Ariel Aguas,aguas-ariel,0,1485140,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
1,3,309,55,0,50.0,6,9,14,17,11,3,41.18,42.5,3,6.7,Ivan Becker,becker-ivan,2,1001813,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,0,13,2,0,0.0,2,2,3,3,0,0,75.0,60.0,1,6.7,Wilson Chuchuca,chuchuca-wilson,2,1521968,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
9,14,1468,235,0,63.64,21,19,64,78,25,19,51.61,53.42,12,6.69,Mario Pineida,mario-pineida,113,158365,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
5,13,1014,106,0,65.0,18,18,54,67,25,11,49.09,51.54,8,6.69,Angelo Mina,mina-angelo,4,989217,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
4,8,916,118,0,40.0,18,17,43,51,18,10,50.0,48.11,10,6.69,Bryan Carabalí,bryan-carabali,34,877439,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,3,467,73,0,33.33,12,14,29,32,11,4,50.0,47.76,7,6.69,Jonathan Borja,jonathan-borja,40,869784,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
4,19,2022,308,0,54.29,28,25,63,82,32,22,51.22,51.9,12,6.69,Romario Caicedo,romario-caicedo,11,858239,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,1,424,80,0,33.33,7,14,14,15,6,4,58.33,55.56,1,6.69,Carlos Feraud,carlos-feraud,6,249519,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
4,20,1219,118,0,41.67,20,23,31,51,28,12,32.29,35.42,24,6.69,Rodrigo Rivas González,rodrigo-rivas-gonzalez,25,850930,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
1,11,721,93,0,68.75,2,11,12,23,6,7,46.15,54.76,2,6.69,Ariel Garcia,garcia-ariel,1,1185732,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
2,11,1565,134,1,64.71,23,21,56,67,35,19,45.16,47.52,14,6.69,Bruno Téliz,bruno-teliz,17,976170,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
1,9,764,74,0,45.0,0,10,12,21,7,9,46.15,45.65,1,6.69,Andres Campas,andres-campas,1,1185561,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
3,3,1440,167,1,75.0,4,16,4,7,2,16,66.67,70.0,0,6.69,José Luis Angulo,jose-luis-angulo,2,931633,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
2,10,453,51,0,71.43,1,7,16,26,8,5,55.17,60.47,3,6.69,John Medina,medina-john,1,1103933,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
7,6,1970,220,0,40.0,37,28,87,93,27,24,49.71,48.95,21,6.69,Mauricio Alonso,mauricio-alonso,16,896840,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
4,3,859,106,1,27.27,13,21,26,29,15,10,44.83,42.03,8,6.69,Jhon Sánchez,jhon-sanchez,99,975544,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,1,274,56,0,50.0,10,14,17,18,9,1,44.74,45.0,10,6.68,Enson Rodriguez,enson-rodriguez,34,589580,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
3,39,2031,326,2,75.0,22,24,52,91,31,24,55.91,62.76,5,6.68,Óscar Quiñónez,oscar-quinonez,8,1495929,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
2,2,303,46,0,50.0,7,6,22,24,5,3,68.75,66.67,0,6.68,Henry Mercado,mercado-henry,1,1486740,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
0,0,319,28,0,0.0,3,8,14,14,5,4,43.75,36.84,4,6.68,Janus Vivar,janus-vivar,1,822722,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
0,0,137,29,0,0.0,3,7,10,10,2,1,71.43,62.5,1,6.68,Enzo Ariel Fernandez,fernandez-enzo-ariel,25,1092343,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
3,1,1001,129,0,25.0,8,16,40,41,11,12,54.79,53.25,9,6.68,Robinson Requene,robinson-requene,1,338949,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
3,4,1033,153,0,30.77,24,21,50,54,22,11,53.19,50.47,14,6.68,Maikel Valencia,maikel-valencia,1,1495658,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
3,2,212,31,0,40.0,3,10,7,9,4,0,38.89,39.13,5,6.68,Fidel Martínez,fidel-martinez,196,45794,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
2,8,1224,185,1,66.67,16,18,37,45,29,14,41.11,44.12,4,6.68,Bryan Tana,bryan-tana,3,886502,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
0,3,206,19,0,75.0,1,9,2,5,4,1,20.0,35.71,1,6.68,Leonardo Villagra,villagra-leonardo,20,835655,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
1,6,280,27,0,37.5,4,14,5,11,9,1,23.81,29.73,6,6.68,Diego Ávila,diego-avila,7,877434,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
6,23,2207,289,2,52.27,14,26,72,95,39,26,46.15,47.5,18,6.68,Rodrigo Melo,rodrigo-melo,4,971199,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
4,4,1159,152,0,21.05,12,23,72,76,26,13,61.02,55.47,7,6.68,Jhon Narvaez,jhon-narvaez,22,107596,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
7,18,1844,259,1,58.06,16,25,40,58,36,19,36.04,40.85,20,6.68,Charles Vélez,charles-velez,8,925611,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
6,8,2003,225,1,27.59,20,26,45,53,30,22,45.92,41.73,15,6.67,Roberto Garcés,roberto-garces,7,869783,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
3,15,1340,256,0,48.39,7,18,36,51,21,13,48.65,48.57,1,6.67,Orlin Quinonez,orlin-quinonez,3,922739,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
10,20,2083,302,0,62.5,10,26,51,71,32,24,49.04,52.21,9,6.67,Bryan Rivera,bryan-rivera,2,889119,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,20,1547,192,0,68.97,36,25,56,76,14,17,50.91,54.68,14,6.67,Stalin Morocho,morocho-stalin,2,1185461,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
3,7,1579,236,2,38.89,28,20,64,71,15,17,54.24,52.21,15,6.67,Pedro Perlaza,pedro-perlaza,31,925480,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
3,1,301,45,1,11.11,12,10,22,23,5,3,59.46,50.0,1,6.67,Ronald Briones,ronald-briones,6,1108522,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,15,1348,130,0,28.85,19,24,29,44,23,15,38.16,34.38,9,6.67,Dany Coronel,coronel-dany,4,1475219,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
9,18,1829,226,0,52.94,24,23,58,76,45,20,43.61,45.51,8,6.67,Carlos Cuero,carlos-cuero,14,826830,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
2,7,192,24,0,50.0,1,6,1,8,4,1,10.0,33.33,4,6.67,Allen Obando,allen-obando,154,1394753,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,1,70,10,0,100.0,1,3,1,2,1,0,20.0,33.33,2,6.67,Jairon Charcopa,jairon-charcopa,7,1116608,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
4,20,2052,317,1,57.14,13,24,48,68,18,24,52.17,53.54,6,6.67,Glendys Mina,glendys-mina,1,964878,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
4,7,800,75,0,43.75,25,24,35,42,10,10,61.4,57.53,8,6.66,Jonathan Bauman,jonathan-bauman,86,894452,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
3,5,730,80,0,41.67,7,11,28,33,17,8,40.58,40.74,4,6.65,Ronny Borja,ronny-borja,2,1525502,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
5,9,1524,223,0,37.5,15,22,56,65,30,17,50.0,47.79,7,6.65,Daniel Patino,daniel-patino,1,922095,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
6,12,1369,181,1,54.55,11,19,46,58,24,17,49.46,50.43,4,6.65,Luis Gustavino,luis-gustavino,3,1495656,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
3,37,1686,185,0,57.81,17,21,27,64,21,19,47.37,52.89,3,6.65,Cristian Enciso,cristian-enciso,9,339929,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
1,6,270,24,0,85.71,1,4,6,12,4,3,46.15,60.0,0,6.65,Rommel Cabezas,rommel-cabezas,1,1105297,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
2,9,1159,103,0,52.94,2,14,21,30,10,14,53.85,53.57,1,6.65,Juan Alvacete,juan-alvacete,1,340551,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
2,26,1615,245,1,68.42,43,25,75,101,31,16,53.96,57.06,13,6.65,Segundo Portocarrero,segundo-portocarrero,19,846486,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
5,6,829,58,1,60.0,12,22,37,43,27,7,45.12,46.74,6,6.65,Patrik Mercado,patrik-mercado,49,1215084,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
3,6,651,55,0,46.15,7,14,22,28,10,6,53.66,51.85,2,6.65,Sergio Quintero,quintero-sergio,25,985111,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
4,3,1237,180,0,42.86,15,17,28,31,12,14,45.9,45.59,5,6.64,Milton Bolaños,milton-bolanos,1,1102459,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
3,16,684,98,0,31.37,19,19,28,44,12,8,41.79,37.29,9,6.64,Gustavo Asprilla,gustavo-asprilla,4,868743,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
