name,slug,shortName,position,jerseyNumber,height,preferredFoot,userCount,id,shirtNumber,dateOfBirthTimestamp,contractUntilTimestamp,proposedMarketValue,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,firstName,lastName,retired,team.disabled,gender,deceased
Cristian Colmán,cristian-colman,C. Colmán,F,9,181.0,Right,97,805316,9.0,762220800.0,,850000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,PY,Paraguay,850000.0,EUR,,,,,,
Patrickson Delgado,patrickson-delgado,P. Delgado,M,23,173.0,Right,179,1002530,23.0,1066348800.0,,270000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,270000.0,EUR,,,,False,,
Darlin Leiton,leiton-darlin,D. Leiton,F,27,173.0,Right,47,987648,27.0,989366400.0,1703980800.0,210000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,210000.0,EUR,,,,,,
Davor Montiel,davor-montiel,D. Montiel,D,2,,,1,1108521,2.0,896140800.0,,,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,,,,,Davor Montiel,,,,,
Nicolás Goitea,goitea-nicolas,N. Goitea,D,2,185.0,Right,5,1092353,2.0,865987200.0,1703980800.0,435000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,AR,Argentina,435000.0,EUR,,,,False,M,
Richard Calderón,richard-calderon,R. Calderón,M,8,178.0,Right,8,827122,8.0,740966400.0,1735603200.0,310000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,310000.0,EUR,,,,,,
Lautaro Díaz,lautaro-diaz,L. Díaz,F,19,181.0,Right,247,992093,19.0,895708800.0,1798675200.0,1200000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,AR,Argentina,1200000.0,EUR,,,,False,,
Daniel Porozo,daniel-porozo,D. Porozo,F,25,172.0,Right,7,588626,25.0,874713600.0,,380000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,380000.0,EUR,,,,,,
Carlos Arboleda,carlos-arboleda,C. Arboleda,M,37,173.0,,5,909664,37.0,664675200.0,,385000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,385000.0,EUR,,,,,,
Francisco Mera,francisco-mera,F. Mera,M,40,170.0,Right,3,915158,40.0,707788800.0,1735603200.0,380000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,EC,Ecuador,380000.0,EUR,,,,,,
Edison Carcelen,edison-carcelen,E. Carcelén,D,31,180.0,Right,4,846828,31.0,716169600.0,,365000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,365000.0,EUR,,,,,,
Joao Ortíz,joao-ortiz,J. Ortíz,M,80,177.0,,47,588630,80.0,830908800.0,,1100000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,1100000.0,EUR,,,,False,,
Bryan Rodriguez,rodriguez-bryan,B. Rodriguez,F,77,174.0,,1,1020038,77.0,632620800.0,,230000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,230000.0,EUR,,,,,,
Cristian Penilla,cristian-penilla,C. Penilla,M,17,174.0,Right,18,220439,17.0,673142400.0,,260000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,EC,Ecuador,260000.0,EUR,,,,False,,
Christian Oña,christian-ona,C. Oña,M,5,177.0,Both,4,340197,5.0,727747200.0,,160000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,160000.0,EUR,,,,,,
Marcelo Moreno,marcelo-moreno,M. Moreno,F,9,188.0,Right,641,33120,9.0,550972800.0,1703980800.0,290000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,BO,Bolivia,290000.0,EUR,,,,False,,
Vilinton Branda,branda-vilinton,V. Branda,M,70,173.0,Left,9,1190984,70.0,1006473600.0,1719705600.0,370000.0,Danubio,danubio,Danubio,M,Football,football,1,Primera División,primera-division,#0f4798,#c39d00,Uruguay,uruguay,Football,football,1.0,57.0,uruguay,UY,12076.0,278.0,False,4071,DAN,False,0,3228,UY,Uruguay,#ffffff,#000000,#000000,EC,Ecuador,370000.0,EUR,,,,False,,
Jhonny Quiñónez,jhonny-quinonez,J. Quiñónez,M,28,182.0,,20,881847,28.0,897523200.0,1735603200.0,660000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,660000.0,EUR,,,,False,,
Layan Loor,layan-loor,L. Loor,D,18,180.0,Left,8,1184983,18.0,990576000.0,,580000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,580000.0,EUR,Layan Loor,,False,,,
Mateo Carabajal,mateo-carabajal,M. Carabajal,D,14,180.0,Left,54,896623,14.0,856483200.0,1830211200.0,1300000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,AR,Argentina,1300000.0,EUR,,,,False,,
Fernando Gaibor,fernando-gaibor,F. Gaibor,M,17,177.0,Right,97,106461,17.0,686880000.0,1703980800.0,850000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,850000.0,EUR,,,,False,,
Manu Balda,manu-balda,M. Balda,M,9,173.0,Right,25,787750,9.0,698630400.0,,210000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,210000.0,EUR,,,,,,
Yaimar Medina,yaimar-medina,Y. Medina,M,51,164.0,Left,81,1106546,51.0,1099612800.0,,650000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,650000.0,EUR,Yaimar Medina,,,False,,
Joshue Quinonez,quinonez-joshue,J. Quinonez,D,29,180.0,,52,1002950,29.0,991094400.0,1767139200.0,515000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,515000.0,EUR,,,,False,,
Walter Hinostroza,walter-hinostroza,W. Hinostroza,G,27,,Right,1,922858,27.0,593913600.0,1703980800.0,410000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,EC,Ecuador,410000.0,EUR,,,,,,
Jonnathan Mina,mina-jonnathan,J. Mina,D,15,,Left,3,1019932,15.0,796348800.0,,380000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,EC,Ecuador,380000.0,EUR,,,,False,,
Jimmy Evans,evans-jimmy,J. Evans,M,7,182.0,Right,8,1177802,7.0,921283200.0,1703980800.0,260000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,NG,Nigeria,260000.0,EUR,,,False,,,
Daniel Mejia,mejia-daniel,D. Mejia,M,53,,,0,1604235,53.0,1130112000.0,,,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,,,Daniel Mejia,,,,M,
Bryan Oña,bryan-ona,B. Oña,F,10,177.0,,2,882068,10.0,755654400.0,,190000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,190000.0,EUR,,,,,,
Sergio Sosa,sosa-sergio,S. Sosa,F,9,178.0,Right,3,789888,9.0,763689600.0,,160000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,AR,Argentina,160000.0,EUR,,,,,,
Manuel Corozo,manuel-corozo,M. Corozo,M,,,,0,1103523,,937008000.0,,97000.0,No team,no-team,No team,,Football,football,1,,,,,,,,,,,,,,,,13,NTE,False,0,241802,,,#d0d0d0,#000000,#000000,EC,Ecuador,97000.0,EUR,Manuel Corozo,,False,True,,
Mayckel Uriarte,mayckel-uriarte,M. Uriarte,D,16,,Right,1,1117777,16.0,934502400.0,1703980800.0,52000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,52000.0,EUR,Mayckel Uriarte,,,,,
Jorge Pinos,jorge-pinos,J. Pinos,G,30,184.0,Right,16,925598,30.0,623376000.0,,280000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,280000.0,EUR,,,,,,
Wilter Ayovi,wilter-ayovi,W. Ayovi,F,23,167.0,Right,3,826832,23.0,861235200.0,,270000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,270000.0,EUR,,,,,,
Ousmane N’Dong,ousmane-n-dong,O. N’Dong,D,25,192.0,Right,25,1017449,25.0,937785600.0,1703980800.0,320000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,SN,Senegal,320000.0,EUR,,,False,,,
Daniel Clavijo,daniel-clavijo,D. Clavijo,M,8,173.0,,1,903650,8.0,959472000.0,,290000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,290000.0,EUR,,,,,,
Ronald Perlaza,perlaza-ronald,R. Perlaza,M,99,175.0,,6,1485501,99.0,1115769600.0,,,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,,,Ronald Perlaza,,,False,M,
Ariel Almagro,ariel-almagro,A. Almagro,M,18,171.0,,0,1495599,18.0,982108800.0,,,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,EC,Ecuador,,,Ariel Almagro,,,,,
Roger Arias,roger-arias,R. Arias,D,6,,Left,3,1103526,6.0,951523200.0,,425000.0,Guayaquil City,guayaquil-city,Guayaquil City,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3362,GUA,False,0,188850,EC,Ecuador,#87bee7,#0070a0,#0070a0,EC,Ecuador,425000.0,EUR,Roger Arias,,,,,
José Andrade,jose-andrade,J. Andrade,M,21,180.0,Right,3,883301,21.0,726969600.0,1735603200.0,310000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,310000.0,EUR,,,,,,
Luciano Recalde,luciano-recalde,L. Recalde,D,6,184.0,Left,19,896879,6.0,808185600.0,,480000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,AR,Argentina,480000.0,EUR,,,,,,
Walter Chavez,walter-chavez,W. Chavez,G,1,183.0,,1,155764,1.0,765590400.0,,435000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,435000.0,EUR,,,,,,
Gustavo Cortez,gustavo-cortez,G. Cortez,D,17,178.0,Left,29,846662,17.0,876528000.0,,465000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,465000.0,EUR,,,,False,,
Kevin Becerra,kevin-becerra,K. Becerra,D,21,,,1,931653,21.0,820800000.0,,360000.0,Guayaquil City,guayaquil-city,Guayaquil City,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3362,GUA,False,0,188850,EC,Ecuador,#87bee7,#0070a0,#0070a0,EC,Ecuador,360000.0,EUR,,,False,,,
David Cabezas,david-cabezas,D. Cabezas,G,12,186.0,,5,886492,12.0,802915200.0,1703980800.0,230000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,230000.0,EUR,,,,,,
Adolfo Muñoz,adolfo-munoz,A. Muñoz,M,8,167.0,Right,29,869785,8.0,881884800.0,,270000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,270000.0,EUR,,,False,,,
Richard Mina,mina-richard,R. Mina,D,3,184.0,,31,937863,3.0,932601600.0,1798675200.0,365000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,EC,Ecuador,365000.0,EUR,,,,False,,
Jean Carlos Estacio,jean-carlos-estacio,J. C. Estacio,M,26,,,1,932247,26.0,876528000.0,,235000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,235000.0,EUR,,,,,,
Agustin Maziero,agustin-maziero,A. Maziero,F,39,179.0,Right,13,913609,39.0,883612800.0,1703980800.0,340000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,AR,Argentina,340000.0,EUR,,,,,,
Sebastián Assis,sebastian-assis,S. Assis,M,15,171.0,Right,18,976167,15.0,731203200.0,1703980800.0,450000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,UY,Uruguay,450000.0,EUR,,,,,,
Cristian Pellerano,cristian-pellerano,C. Pellerano,M,16,184.0,Right,35,787563,16.0,381369600.0,,205000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,AR,Argentina,205000.0,EUR,,,,False,,
Jordan Chillambo,chillambo-jordan,J. Chillambo,D,23,,,1,1473214,23.0,800064000.0,1703980800.0,440000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,440000.0,EUR,,,,,M,
Dixon Arroyo,dixon-arroyo,D. Arroyo,M,3,179.0,Right,272,158407,3.0,707356800.0,1703980800.0,980000.0,Inter Miami CF,inter-miami-cf,Inter Miami,M,Football,football,1,MLS,mls,#e2231a,#062f69,USA,usa,Football,football,1.0,26.0,usa,US,79874.0,242.0,False,439766,MIA,False,0,337602,US,USA,#212322,#f6b5cc,#f6b5cc,EC,Ecuador,980000.0,EUR,,,,False,,
Cristian Martínez,cristian-martinez,C. Martínez,F,99,183.0,Right,129,312194,99.0,567993600.0,1719705600.0,370000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,CO,Colombia,370000.0,EUR,,,,,,
Andrés Felipe Ávila,andres-felipe-avila,A. F. Ávila,D,21,179.0,Right,16,921961,21.0,759888000.0,,280000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,CO,Colombia,280000.0,EUR,,,,,,
Darwin Estuardo Quilumba Diaz,darwin-estuardo-quilumba-diaz,D. E. Q. Diaz,D,20,,Right,2,922104,20.0,597456000.0,,310000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,310000.0,EUR,,,,,,
Steven Gomez,gomez-steven,S. Gomez,M,21,,,4,1461227,21.0,858643200.0,1703980800.0,220000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,220000.0,EUR,Steven Gomez,,,,M,
Olmes García,olmes-garcia,O. García,M,,183.0,Right,13,314094,,719625600.0,,210000.0,Namdhari Football Club,namdhari-football-club,Namdhari FC,M,Football,football,1,I-League,i-league,#0a4e7c,#ea7628,India,india,Football,football,1.0,352.0,india,IN,4144.0,848.0,False,343,NAM,False,0,494684,IN,India,#52b030,#52b030,#ffffff,CO,Colombia,210000.0,EUR,,,False,,,False
Jalmar Almeida,almeida-jalmar,J. Almeida,M,11,,,3,1186831,11.0,917568000.0,,220000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,EC,Ecuador,220000.0,EUR,,,False,,M,
