name,firstName,lastName,slug,shortName,position,jerseyNumber,height,preferredFoot,userCount,id,shirtNumber,dateOfBirthTimestamp,contractUntilTimestamp,proposedMarketValue,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Gerson,,,gerson,Gerson,M,20,185.0,Left,8025,611876,20.0,864086400.0,1830211200.0,15500000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,15500000.0,EUR,False,,
Adryelson,,,adryelson,Adryelson,D,34,184.0,Right,816,795261,34.0,890611200.0,1767139200.0,4700000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,4700000.0,EUR,False,False,
Brayan Ceballos,Brayan Ceballos,,brayan-ceballos,B. Ceballos,D,25,189.0,Right,143,1129429,25.0,990662400.0,1735603200.0,820000.0,Junior Barranquilla,junior-barranquilla,Junior Barranquilla,M,Football,football,1,"Primera A, Clausura",primera-a-clausura,#002c6d,#00afcf,Colombia,colombia,Football,football,1.0,274.0,colombia,CO,19213.0,11536.0,False,18045,JUN,False,False,0,6105,CO,Colombia,#cc0000,#ffffff,#ffffff,CO,Colombia,820000.0,EUR,False,False,
Weverton,,,weverton,Weverton,G,21,189.0,Right,2553,243529,21.0,566352000.0,1735603200.0,2700000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,204701,PAL,False,False,0,1963,BR,Brazil,#339966,#336633,#336633,BR,Brazil,2700000.0,EUR,,,
Franco Cristaldo,,,franco-cristaldo,Franco Cristaldo,M,19,175.0,Right,1200,558820,19.0,840067200.0,1798675200.0,7200000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,AR,Argentina,7200000.0,EUR,False,,
André,André,,andre,André,M,7,176.0,Right,3894,1035996,7.0,995241600.0,1798675200.0,15500000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,15500000.0,EUR,False,,
Helinho,,,helinho,Helinho,M,11,175.0,Left,501,906837,11.0,956620800.0,1798675200.0,5400000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,5400000.0,EUR,,,
Alan Franco,,,alan-franco,Alan Franco,D,28,183.0,Right,574,875402,28.0,844992000.0,1767139200.0,2100000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,AR,Argentina,2100000.0,EUR,False,False,
Jandrei,,,jandrei,Jandrei,G,93,186.0,Right,421,874979,93.0,730944000.0,1798675200.0,680000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,680000.0,EUR,,,
Bruno Rodrigues,,,bruno-rodrigues,Bruno Rodrigues,F,9,177.0,Right,900,817650,9.0,857692800.0,1703980800.0,2700000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,2700000.0,EUR,,,
Marcelo,,,marcelo,Marcelo,D,12,174.0,Left,32275,17787,12.0,579398400.0,1735603200.0,1700000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,1700000.0,EUR,False,,
Guilherme Marques,,,guilherme-marques,Guilherme Marques,M,60,174.0,Left,339,109610,60.0,674784000.0,1703980800.0,1100000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,1100000.0,EUR,False,False,
Gustavo Sauer,,,gustavo-sauer,Gustavo Sauer,M,11,181.0,Left,280,904505,11.0,736128000.0,1719705600.0,2000000.0,Çaykur Rizespor,caykur-rizespor,Rizespor,M,Football,football,1,Trendyol Süper Lig,trendyol-super-lig,#e51937,#adacac,Turkey,turkey,Football,football,1.0,46.0,turkey,TR,108744.0,52.0,False,11301,RIZ,,False,0,3064,TR,Turkey,#00cc33,#0000cc,#0000cc,BR,Brazil,2000000.0,EUR,False,,
Richard Cândido,,,richard-candido,Richard Cândido,M,25,191.0,Right,274,897617,25.0,761529600.0,1751241600.0,1500000.0,Alanyaspor,alanyaspor,Alanyaspor,M,Football,football,1,Trendyol Süper Lig,trendyol-super-lig,#e51937,#adacac,Turkey,turkey,Football,football,1.0,46.0,turkey,TR,108744.0,52.0,False,15980,ALA,False,False,0,6362,TR,Turkey,#33cc99,#ff6600,#ff6600,BR,Brazil,1500000.0,EUR,False,,
Eduardo Santos,,,eduardo-santos,Eduardo,D,12,196.0,Right,89,925189,12.0,880675200.0,1703980800.0,875000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,875000.0,EUR,False,,
Víctor Cuesta,,,victor-cuesta,Víctor Cuesta,D,15,187.0,Left,718,587148,15.0,595900800.0,1735603200.0,945000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,AR,Argentina,945000.0,EUR,False,,
Lucas Beraldo,Lucas Beraldo,,lucas-beraldo,Lucas Beraldo,D,35,182.0,Left,1273,1108441,35.0,1069632000.0,1782777600.0,5500000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,5500000.0,EUR,False,,
Léo Jardim,,,leo-jardim,L. Jardim,G,1,188.0,Right,762,595598,1.0,795657600.0,1767139200.0,2800000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,2800000.0,EUR,,,
Tadeu,,,tadeu,Tadeu,G,23,184.0,Right,341,552172,23.0,697161600.0,1798675200.0,2100000.0,Goiás,goias,Goiás,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,39854,GGO,False,False,0,1960,BR,Brazil,#006633,#ffffff,#ffffff,BR,Brazil,2100000.0,EUR,,,
Rossi,,,rossi,Rossi,M,31,170.0,Right,424,243425,31.0,735436800.0,1703980800.0,875000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,875000.0,EUR,,,
Cássio,,,cassio,Cássio,G,12,195.0,Left,2355,27756,12.0,549936000.0,1735603200.0,680000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,680000.0,EUR,,,
Reinaldo,,,reinaldo,Reinaldo,D,6,178.0,Left,821,243109,6.0,622944000.0,1735603200.0,930000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,930000.0,EUR,False,,
Keno,,,keno,Keno,M,11,174.0,Right,1051,787607,11.0,621388800.0,1767139200.0,1100000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,1100000.0,EUR,False,,
Pedrinho,,,pedrinho,Pedrinho,M,38,172.0,Left,1338,874030,38.0,892425600.0,1719705600.0,7800000.0,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,104112,ATL,False,False,0,1977,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,7800000.0,EUR,False,,
Ganso,,,ganso,Ganso,M,10,184.0,Left,1728,116853,10.0,624153600.0,1767139200.0,670000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,670000.0,EUR,,,
Renato Augusto,,,renato-augusto,Renato Augusto,M,8,185.0,Right,3247,34152,8.0,571276800.0,1703980800.0,1400000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,1400000.0,EUR,,,
Nathan Silva,,,nathan-silva,Nathan Silva,D,6,182.0,Right,333,841129,6.0,862876800.0,1814313600.0,4700000.0,Pumas UNAM,pumas-unam,Pumas UNAM,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27478.0,11620.0,False,17156,PUM,False,False,0,1933,MX,Mexico,#d2b651,#000033,#000033,BR,Brazil,4700000.0,EUR,,,
João Paulo,,,joao-paulo,J. Paulo,G,34,188.0,Right,933,795177,34.0,804384000.0,1830211200.0,6700000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,6700000.0,EUR,,,
Jory,,,jory,Jory,G,12,190.0,Right,31,839762,12.0,826675200.0,1767139200.0,310000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,310000.0,EUR,,,
Artur,,,artur,Artur,M,14,168.0,Left,2210,841128,14.0,887500800.0,1830211200.0,9600000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,204701,PAL,False,False,0,1963,BR,Brazil,#339966,#336633,#336633,BR,Brazil,9600000.0,EUR,False,,
Rafinha,,,rafinha,Rafinha,D,13,172.0,Right,1642,12634,13.0,494899200.0,1735603200.0,195000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,195000.0,EUR,,,
Tinga,,,tinga,Tinga,D,2,179.0,Right,245,330057,2.0,746841600.0,1777507200.0,1100000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,BR,Brazil,1100000.0,EUR,,,
Marlon Freitas,,,marlon-freitas,Marlon Freitas,M,17,185.0,Right,373,840202,17.0,796262400.0,1767139200.0,2900000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,2900000.0,EUR,False,,
Nikão,,,nikao,Nikão,M,10,174.0,Left,457,139300,10.0,712368000.0,1703980800.0,2200000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,2200000.0,EUR,False,,
David Luiz,,,david-luiz,D. Luiz,D,23,189.0,Right,5401,21300,23.0,546048000.0,1703980800.0,540000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,540000.0,EUR,,,
Guilherme Arana,,,guilherme-arana,G. Arana,D,13,176.0,Left,2113,1127439,13.0,860976000.0,1830211200.0,10600000.0,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,104112,ATL,False,False,0,1977,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,10600000.0,EUR,False,False,
Walter,,,walter,Walter,G,1,188.0,Right,275,329055,1.0,564192000.0,1735603200.0,230000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,230000.0,EUR,,,
Fernando,,,fernando,Fernando,D,6,181.0,Left,105,1017746,6.0,937267200.0,1798675200.0,495000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,BR,Brazil,495000.0,EUR,False,,
Erick,,,erick,Erick,M,26,176.0,Right,311,874063,26.0,879465600.0,1769817600.0,4099999.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,BR,Brazil,4099999.0,EUR,False,,
Denilson,Denilson,,denilson,Denilson,M,27,180.0,Right,157,1175760,27.0,985305600.0,1830211200.0,620000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,620000.0,EUR,False,,
Matheus Fernandes,,,matheus-fernandes,Matheus Fernandes,M,35,183.0,Right,986,840150,35.0,899164800.0,1703980800.0,1400000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,1400000.0,EUR,False,,
Eduardo Sasha,,,eduardo-sasha,E. Sasha,F,19,173.0,Right,953,143846,19.0,698889600.0,1767139200.0,2000000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,2000000.0,EUR,,,
Lucas Oliveira,,,lucas-oliveira,Lucas Oliveira,D,6,187.0,Right,200,867907,6.0,823219200.0,1767139200.0,2700000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,2700000.0,EUR,False,,
Gonzalo Mastriani,,,gonzalo-mastriani,G. Mastriani,F,17,180.0,Left,593,345847,17.0,735955200.0,1767139200.0,855000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,UY,Uruguay,855000.0,EUR,,,
Deyverson,,,deyverson,Deyverson,F,16,185.0,Left,1811,270287,16.0,673660800.0,1735603200.0,970000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,970000.0,EUR,,,
Marcos Leonardo,,,marcos-leonardo,M. Leonardo,F,9,174.0,Right,5527,1047227,9.0,1051833600.0,1798675200.0,17700000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,17700000.0,EUR,,,
Ruan Assis,Ruan Assis,,ruan-assis,Ruan Assis,M,97,,,15,1495892,97.0,1082419200.0,,,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,,,False,False,
Gabriel Xavier,Gabriel Xavier,,gabriel-xavier,G. Xavier,D,3,190.0,Right,101,1117710,3.0,989107200.0,1767139200.0,220000.0,Bahia,bahia,Bahia,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,62440,BAH,False,False,0,1955,BR,Brazil,#ffffff,#333399,#333399,BR,Brazil,220000.0,EUR,False,False,
Moreira,Moreira,,moreira,Moreira,D,30,175.0,Right,326,1175765,30.0,1085097600.0,1814313600.0,1900000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,1900000.0,EUR,False,,
Vitor Eudes,,,vitor-eudes,Vitor Eudes,G,98,195.0,Right,115,927666,98.0,908928000.0,1767139200.0,92000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,92000.0,EUR,False,,
Luis Fernando,,,luis-fernando,L. Fernando,F,26,,,71,1585334,26.0,1113264000.0,,,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,,,False,False,
Biel,Biel,,biel,Biel,F,10,169.0,Right,540,1106140,10.0,986083200.0,1861833600.0,2400000.0,Bahia,bahia,Bahia,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,62440,BAH,False,False,0,1955,BR,Brazil,#ffffff,#333399,#333399,BR,Brazil,2400000.0,EUR,False,,
Everton,Everton,,everton,Everton,F,11,174.0,Right,5930,386198,11.0,827452800.0,1782777600.0,8199999.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,8199999.0,EUR,False,,
Bento,,,bento,Bento,G,1,190.0,Right,929,1016104,1.0,928972800.0,1798675200.0,8600000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,BR,Brazil,8600000.0,EUR,False,,
Zé Ricardo,,,ze-ricardo,Zé Ricardo,M,5,175.0,Right,109,943044,5.0,918000000.0,,480000.0,Tombense,tombense,Tombense,M,Football,football,1,Brasileirão Série B,brasileirao-serie-b,#3F01FF,#c5be02,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,84594.0,390.0,False,9744,TOM,False,False,0,87202,BR,Brazil,#ffffff,#ff0000,#ff0000,BR,Brazil,480000.0,EUR,False,,
Fernandinho,,,fernandinho,Fernandinho,M,5,179.0,Right,2703,13630,5.0,484012800.0,1735603200.0,620000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,BR,Brazil,620000.0,EUR,False,,
Pedro Henrique,,,pedro-henrique,P. Henrique,D,34,188.0,Right,340,551774,34.0,812592000.0,1735603200.0,3200000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,BR,Brazil,3200000.0,EUR,,,
Lucas Lima,,,lucas-lima,L. Lima,M,23,176.0,Left,972,244589,23.0,647481600.0,1745971200.0,910000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,910000.0,EUR,,,
Pablo Maia,Pablo Maia,,pablo-maia,P. Maia,M,29,178.0,Right,932,1120721,29.0,1010620800.0,1830211200.0,6800000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,6800000.0,EUR,False,,
