yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
2,8,2430,278,0,88.89,9,27,12,20,0,27,92.31,90.91,0,7.16,Guido Herrera,guido-herrera,75,248977,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
4,81,2042,188,2,70.43,9,24,62,143,22,23,65.26,68.1,4,7.15,Abel Luciatti,abel-luciatti,40,340727,Tigre,tigre,Tigre,0,0,7628,#52b030,#52b030,#ffffff
3,23,1417,275,0,44.23,27,16,110,133,23,16,65.87,60.73,7,7.15,Matías Melluso,matias-melluso,195,895931,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
0,9,2160,288,0,100.0,10,24,10,19,1,24,90.91,95.0,0,7.15,Andres Desabato,desabato-andres,16,941546,Barracas Central,barracas-central,Barracas Central,0,0,65668,#52b030,#52b030,#ffffff
3,28,1239,170,0,66.67,7,15,25,53,6,15,64.1,65.43,2,7.14,Miguel Torren,miguel-torren,82,76383,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
1,99,1791,214,0,57.89,56,23,64,163,24,22,54.24,56.4,21,7.14,Alejo Veliz,alejo-veliz,2634,1116987,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
4,37,1710,101,0,56.06,11,19,35,72,13,19,56.45,56.25,4,7.14,Federico Gattoni,federico-gattoni,483,941464,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
1,4,912,138,0,100.0,1,11,1,5,0,10,50.0,83.33,0,7.14,Manuel Roffo,manuel-roffo,95,881166,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
5,31,2194,495,0,55.36,38,25,161,192,24,24,57.3,56.97,29,7.14,Malcom Braida,malcom-braida,109,994453,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
0,2,810,140,0,100.0,1,9,1,3,0,9,50.0,75.0,0,7.13,Matías Mansilla,matias-mansilla,14,1099481,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
4,78,1782,295,0,49.37,27,25,45,123,23,21,39.47,45.22,27,7.13,Gabriel Ávalos,gabriel-avalos,643,789453,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
3,10,1559,249,0,38.46,14,22,73,83,11,18,54.89,52.2,13,7.13,David Barbona,david-barbona,72,789910,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
5,105,2008,197,0,75.54,7,24,77,182,31,24,59.23,67.66,2,7.12,Carlos Quintana,carlos-quintana,37,33202,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
3,11,743,188,0,42.31,16,10,71,82,14,9,52.21,50.62,21,7.11,Matías García,matias-garcia,44,340863,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
4,109,2384,317,0,48.66,53,27,70,179,35,27,43.21,46.37,26,7.11,Pablo Vegetti,pablo-vegetti,2050,583974,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
7,28,1537,174,0,51.85,19,20,70,98,21,19,58.33,56.32,6,7.1,Enzo Pérez,enzo-perez,545,33958,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
2,25,582,99,0,71.43,5,8,16,41,9,6,53.33,63.08,0,7.1,Jonathan Galván,jonathan-galvan,38,789271,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
1,3,90,10,0,75.0,2,1,3,6,0,1,60.0,66.67,0,7.1,Lucas Merolla,lucas-merolla,98,833542,Huracán,huracan,Huracán,0,0,7629,#52b030,#52b030,#ffffff
0,2,77,25,0,66.67,0,1,5,7,0,1,71.43,70.0,1,7.1,Rodrigo Gallo,gallo-rodrigo,4,1003722,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
0,1,46,1,0,33.33,0,2,4,5,0,0,100.0,71.43,0,7.1,Aaron Anselmino,anselmino-aaron,110,1500263,Boca Juniors,boca-juniors,Boca Juniors,0,0,3202,#52b030,#52b030,#ffffff
5,8,1980,274,0,80.0,4,22,6,14,1,22,100.0,87.5,0,7.1,Augusto Batalla,augusto-batalla,197,358910,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
2,40,2031,176,2,53.33,13,23,79,119,30,23,58.09,56.4,7,7.1,Gastón Hernández,gaston-hernandez,98,980886,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
4,11,2128,266,0,20.0,31,26,77,88,17,25,42.08,36.97,42,7.09,Nicolás Fernández,nicolas-fernandez,448,581804,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
7,14,1569,321,0,37.84,27,23,82,96,16,19,53.95,50.79,17,7.08,Javier Cabrera,javier-cabrera,126,340087,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
6,120,2340,310,0,65.93,12,26,54,174,11,26,64.29,65.41,4,7.08,Fabio Pereyra,fabio-pereyra,43,943995,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
1,11,2292,197,1,100.0,4,26,4,15,1,26,80.0,93.75,0,7.08,Nahuel Losada,nahuel-losada,40,384552,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
2,5,2430,259,0,83.33,4,27,5,10,0,27,100.0,90.91,0,7.07,Tomás Marchiori,tomas-marchiori,25,898750,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
2,2,1511,230,0,18.18,43,25,92,94,10,16,58.97,56.29,18,7.07,Esequiel Barco,esequiel-barco,1520,848473,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
0,16,2343,416,0,44.44,23,27,124,140,13,27,51.88,50.91,19,7.07,Gastón Lódico,gaston-lodico,156,922460,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
0,2,540,40,0,66.67,2,6,1,3,0,6,100.0,75.0,0,7.07,Enrique Bologna,enrique-bologna,80,107418,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
2,5,2082,414,0,26.32,30,25,82,87,14,25,45.56,43.72,27,7.06,Ignacio Malcorra,ignacio-malcorra,143,789427,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
6,45,1889,175,1,63.38,33,21,87,132,31,21,56.86,58.93,8,7.06,Tomás Belmonte,tomas-belmonte,275,881169,Lanús,lanus,Lanús,0,0,3218,#52b030,#52b030,#ffffff
4,27,1603,277,1,44.26,12,19,64,91,32,19,47.76,46.67,5,7.06,Gonzalo Piovi,gonzalo-piovi,209,340537,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
6,43,1587,287,0,52.44,19,19,56,99,16,18,62.22,57.56,3,7.06,Nazareno Colombo,nazareno-colombo,105,913596,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
1,89,2252,249,0,59.33,25,26,72,161,12,25,67.92,62.89,4,7.05,Francisco Álvarez,francisco-alvarez,72,871788,Barracas Central,barracas-central,Barracas Central,0,0,65668,#52b030,#52b030,#ffffff
4,24,1400,200,0,63.16,18,16,75,99,11,16,56.82,58.24,10,7.05,Aníbal Moreno,anibal-moreno,581,977677,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
0,0,157,32,0,0.0,7,2,7,7,0,2,38.89,31.82,5,7.05,Francisco González,francisco-gonzalez,131,983528,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
6,38,1408,140,0,58.46,7,16,43,81,10,16,60.56,59.56,4,7.05,Juan Gabriel Rodríguez,juan-gabriel-rodriguez,45,155714,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,1,104,6,0,50.0,1,2,8,9,0,2,100.0,90.0,0,7.05,José Mauri,jose-mauri,126,284359,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
1,2,1523,171,1,100.0,2,17,4,6,1,17,57.14,66.67,0,7.05,Jorge Carranza,jorge-carranza,15,340431,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
3,83,2273,334,0,61.03,5,26,38,121,15,26,55.88,59.31,3,7.05,Matías Catalán,matias-catalan,272,249643,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
2,6,2331,108,0,100.0,1,26,2,8,1,26,66.67,88.89,0,7.05,Franco Armani,franco-armani,2369,221140,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
2,19,1652,190,0,55.88,10,20,59,78,15,19,57.84,57.35,13,7.05,Federico Fattori,federico-fattori,26,789640,Huracán,huracan,Huracán,0,0,7629,#52b030,#52b030,#ffffff
1,6,1346,322,1,27.27,41,18,105,111,9,15,57.38,54.15,18,7.04,Sebastián Villa,sebastian-villa,1140,839983,Boca Juniors,boca-juniors,Boca Juniors,0,0,3202,#52b030,#52b030,#ffffff
5,56,1836,382,1,63.64,15,21,120,176,29,21,62.18,62.63,8,7.04,Juan Cáceres,juan-caceres,157,989801,Lanús,lanus,Lanús,0,0,3218,#52b030,#52b030,#ffffff
7,28,1873,515,0,56.0,56,26,120,148,11,23,55.05,55.22,52,7.04,Brahian Alemán,brahian-aleman,202,122912,Banfield,banfield,Banfield,0,0,3219,#52b030,#52b030,#ffffff
1,12,1458,307,0,41.38,6,19,59,71,14,17,60.2,55.91,8,7.04,Gabriel Díaz,gabriel-diaz,49,1199053,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
5,10,1871,351,1,28.57,42,22,184,194,22,22,54.93,52.43,54,7.04,Imanol Machuca,imanol-machuca,379,974698,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
6,16,1405,279,0,51.61,5,16,69,85,23,16,50.0,50.3,16,7.04,Gastón Benedetti,gaston-benedetti,133,1018407,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
5,37,1293,138,0,62.71,4,16,35,72,14,15,59.32,61.02,1,7.04,Santiago Núñez,santiago-nunez,92,1161819,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
8,33,1868,293,0,50.77,44,22,131,164,36,20,60.37,58.16,20,7.04,Enzo Díaz,enzo-diaz,213,932937,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
4,43,2097,280,0,59.72,23,26,127,170,19,23,55.46,56.48,13,7.03,Mauro Pittón,mauro-pitton,30,796958,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
7,46,1876,366,0,58.97,2,23,78,124,28,21,48.75,52.1,8,7.03,Agustin Sant'Anna,agustin-santanna,126,869726,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
1,9,539,50,0,45.0,1,7,12,21,4,5,66.67,55.26,1,7.03,Emanuel Mammana,emanuel-mammana,350,358914,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
4,69,2340,221,0,62.16,21,26,95,164,28,26,61.29,61.65,8,7.03,Federico Rasmussen,federico-rasmussen,14,932903,Godoy Cruz,godoy-cruz,Godoy Cruz,0,0,6074,#52b030,#52b030,#ffffff
3,36,1605,320,0,57.14,27,23,115,151,32,16,47.92,49.83,25,7.03,Diego Valoyes,diego-valoyes,645,822088,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,12,1380,275,0,44.44,15,20,52,64,10,16,39.69,40.51,22,7.03,Gastón Togni,gaston-togni,218,868361,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
1,74,1593,211,0,73.27,26,20,60,134,10,18,65.93,69.79,7,7.03,Gustavo Velázquez,gustavo-velazquez,116,805427,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
3,3,1481,317,0,21.43,39,22,110,113,18,18,57.29,54.85,13,7.02,Ramiro Sordo,ramiro-sordo,199,1087008,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
3,1,1709,374,2,5.88,55,25,168,169,12,20,54.02,51.52,47,7.02,Nahuel Barrios,nahuel-barrios,319,875236,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
7,11,1447,295,0,42.31,54,24,108,119,19,16,55.96,54.34,27,7.02,Fernando Zuqui,fernando-zuqui,61,284729,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
4,41,1162,115,0,60.29,5,15,24,65,10,13,64.86,61.9,1,7.01,Guillermo Ortíz,guillermo-ortiz,13,250001,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
1,58,1665,242,0,44.96,31,22,70,128,22,19,49.3,47.23,32,7.01,Luciano Gondou,luciano-gondou,460,1096378,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
3,25,1836,333,0,55.56,12,23,66,91,24,21,55.46,55.49,6,7.01,Milton Casco,milton-casco,287,122710,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
1,8,796,160,0,30.77,12,17,42,50,6,7,50.0,45.45,8,7.01,José Sosa,jose-sosa,348,22981,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
3,42,1092,170,0,56.0,9,13,31,73,21,12,56.36,56.15,1,7.01,Marco Di Cesare,marco-di-cesare,162,1017460,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
6,42,1648,208,0,48.84,22,19,47,89,8,19,67.14,57.05,1,7.01,Leonardo Sigali,leonardo-sigali,114,33268,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
5,9,1833,379,0,18.37,27,23,144,153,18,22,51.06,46.22,46,7.0,Jaminton Campaz,jaminton-campaz,875,877299,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
4,2,2070,181,0,66.67,4,23,4,6,0,23,80.0,75.0,0,7.0,Jorge Broun,jorge-broun,68,789406,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
3,21,1848,181,0,30.0,18,24,40,61,23,24,39.22,35.47,18,7.0,Michael Santos,michael-santos,398,339115,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,0,68,15,0,0.0,3,1,8,8,0,1,61.54,57.14,3,7.0,Agustín Urzi,agustin-urzi,222,965775,Banfield,banfield,Banfield,0,0,3219,#52b030,#52b030,#ffffff
0,0,103,18,0,0.0,0,2,6,6,0,1,66.67,60.0,0,7.0,Mateo Mendoza,mateo-mendoza,5,1467092,Godoy Cruz,godoy-cruz,Godoy Cruz,0,0,6074,#52b030,#52b030,#ffffff
1,10,2430,245,0,83.33,3,27,4,14,1,27,66.67,77.78,0,7.0,Ignacio Chicco,ignacio-chicco,42,875398,Colón,colon,Colón,0,0,3207,#52b030,#52b030,#ffffff
7,105,2045,280,2,79.55,15,24,52,157,25,24,55.32,69.47,4,7.0,Cristian Lema,cristian-lema,143,106384,Lanús,lanus,Lanús,0,0,3218,#52b030,#52b030,#ffffff
0,7,1440,136,0,100.0,2,16,1,8,0,16,100.0,100.0,0,6.99,Santiago Mele,santiago-mele,219,846421,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
4,51,2325,385,0,60.71,23,27,109,160,30,27,57.67,58.61,18,6.99,Jorge Rodríguez,jorge-rodriguez,109,583332,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
3,52,1526,218,0,58.43,2,17,38,90,13,17,53.52,56.25,4,6.99,Marco Pellegrino,pellegrino-marco,735,1095023,Platense,platense,Platense,0,0,36837,#52b030,#52b030,#ffffff
7,31,2226,299,0,49.21,15,25,73,104,27,25,64.6,59.09,2,6.99,Claudio Corvalán,claudio-corvalan,19,249383,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
4,49,2153,266,0,53.26,11,24,47,96,15,24,61.84,57.14,2,6.98,Leonardo Morales,leonardo-morales,72,895342,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
0,2,540,61,0,100.0,0,6,1,3,0,6,100.0,100.0,0,6.98,José Devecchi,jose-devecchi,83,578460,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
3,25,1263,152,0,53.19,8,21,58,83,19,13,52.25,52.53,13,6.98,Bautista Kociubinski,bautista-kociubinski,58,1086935,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
7,27,2235,275,0,41.54,32,26,108,135,51,25,44.63,43.97,15,6.98,Santiago Ascacíbar,santiago-ascacibar,594,830667,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
0,11,368,64,0,57.89,2,5,8,19,5,4,53.33,55.88,2,6.98,Pablo Minissale,pablo-minissale,40,1017448,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
4,5,2430,306,0,100.0,6,27,7,12,2,27,77.78,85.71,0,6.98,Alejandro Medina,alejandro-medina,25,941532,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal de Sarandí,0,0,3221,#52b030,#52b030,#ffffff
2,48,1079,146,0,64.86,7,13,33,81,14,12,55.93,60.9,2,6.98,Oscar Piris,oscar-piris,5,933167,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
5,21,2240,251,0,44.68,23,26,101,122,35,26,51.79,50.41,21,6.98,Rodrigo Villagra,rodrigo-villagra,227,978563,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,1,360,47,0,100.0,1,4,1,2,0,4,100.0,100.0,0,6.98,Gaspar Servio,gaspar-servio,143,581628,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
9,80,2340,232,0,67.8,5,26,44,124,21,26,50.57,60.49,5,6.97,Facundo Mallo,facundo-mallo,73,877400,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
3,36,1805,411,1,56.25,21,21,84,120,19,21,57.93,57.42,9,6.97,Rafael Delgado,rafael-delgado,27,799653,Colón,colon,Colón,0,0,3207,#52b030,#52b030,#ffffff
5,9,1234,259,0,34.62,10,21,58,67,16,13,39.73,38.95,13,6.97,Pablo Solari,pablo-solari,1627,1018450,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
1,16,1563,166,0,43.24,10,21,45,61,13,16,57.69,53.04,5,6.97,Franco Moyano,franco-moyano,78,901471,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,12,703,128,0,42.86,9,9,50,62,12,8,66.67,60.19,4,6.97,Armando Méndez,armando-mendez,65,941403,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
5,51,2126,347,0,63.75,20,26,98,149,18,23,56.0,58.43,14,6.97,Santiago Hezze,santiago-hezze,782,989886,Huracán,huracan,Huracán,0,0,7629,#52b030,#52b030,#ffffff
4,114,1750,325,0,51.58,18,25,49,163,41,22,39.84,47.38,18,6.96,Marcelo Estigarribia,marcelo-estigarribia,54,943166,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
3,20,789,92,0,54.05,7,11,25,45,5,8,69.44,61.64,2,6.96,Brian Leizza,brian-leizza,20,1016644,Tigre,tigre,Tigre,0,0,7628,#52b030,#52b030,#ffffff
