goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
0,81.48,12,0,0,0,0.94,20,0.0,1,0,1,0,0,0,0,0,0.0,22,8,0,0,0,0.0,7.22,Lucas Villalba,lucas-villalba,144,260077,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
1,66.67,0,0,0,0,0.49,4,25.0,0,1,0,0,1,0,0,0,0.0,4,3,0,1,0,0.0,7.21,Paulo Díaz,paulo-diaz,1023,790004,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
5,48.94,6,1,1,3,3.86,44,11.36,4,0,1,5,20,0,0,5,0.0,23,18,0,4,0,0.0,7.2,Nacho Fernández,nacho-fernandez,1311,340861,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
1,61.82,19,0,1,0,1.96,53,1.89,11,0,1,0,11,0,0,1,0.0,68,23,0,0,0,0.0,7.2,Joaquín Pereyra,joaquin-pereyra,300,832213,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.2,Ian Glavinovich,glavinovich-ian,25,1384966,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.2,Gonzalo Gonzalez,gonzalo-gonzalez,3,1381878,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
2,85.71,3,0,0,0,1.62,16,12.5,0,1,1,1,5,0,0,1,0.0,6,8,0,2,0,0.0,7.2,Tomás Cardona,tomas-cardona,83,849020,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.2,Sergio Romero,sergio-romero,2996,25566,Boca Juniors,boca-juniors,Boca Juniors,0,0,3202,#52b030,#52b030,#ffffff
0,90.91,1,0,0,0,0.41,10,0.0,0,0,2,1,4,0,0,0,0.0,10,5,0,0,0,0.0,7.18,Diego Godín,diego-godin,2137,14933,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,0,0,3208,#52b030,#52b030,#ffffff
1,100.0,1,0,0,0,0.59,5,20.0,0,0,1,0,3,0,0,0,0.0,5,1,0,1,1,0.0,7.18,Lautaro Giannetti,lautaro-giannetti,163,233856,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,0,0,3208,#52b030,#52b030,#ffffff
6,66.33,22,0,2,1,5.46,74,8.11,4,0,2,4,28,1,0,5,0.0,65,24,0,4,1,0.0,7.18,Benjamín Rollheiser,benjamin-rollheiser,943,922454,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
4,50.0,6,0,0,0,3.25,30,13.33,0,2,1,3,10,0,0,0,0.0,3,14,0,4,2,0.0,7.18,Kevin Mac Allister,kevin-mac-allister,752,895327,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.18,Alexis Martín Arias,alexis-martin-arias,68,340849,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
11,51.35,13,0,1,2,9.18,81,13.58,2,2,5,7,26,2,0,3,100.0,19,42,2,10,6,0.0,7.16,Mateo Retegui,mateo-retegui,3622,914501,Tigre,tigre,Tigre,0,0,7628,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.16,Guido Herrera,guido-herrera,75,248977,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
3,70.0,3,0,0,0,1.85,26,11.54,0,2,1,3,9,0,0,1,0.0,7,14,0,3,0,0.0,7.15,Abel Luciatti,abel-luciatti,40,340727,Tigre,tigre,Tigre,0,0,7628,#52b030,#52b030,#ffffff
0,56.0,3,0,0,0,0.27,9,0.0,0,0,0,0,0,0,0,0,0.0,14,6,0,0,0,0.0,7.15,Matías Melluso,matias-melluso,195,895931,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,7.15,Andres Desabato,desabato-andres,16,941546,Barracas Central,barracas-central,Barracas Central,0,0,65668,#52b030,#52b030,#ffffff
0,60.0,1,0,0,0,0.27,4,0.0,4,0,0,0,1,0,0,0,0.0,3,2,0,0,0,0.0,7.14,Miguel Torren,miguel-torren,82,76383,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
11,25.0,12,1,1,1,8.38,61,18.03,0,4,9,5,28,1,0,0,100.0,4,21,1,10,7,0.0,7.14,Alejo Veliz,alejo-veliz,2634,1116987,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
1,40.0,1,1,0,0,2.46,17,5.88,0,0,0,2,5,0,0,1,0.0,2,11,0,1,0,0.0,7.14,Federico Gattoni,federico-gattoni,483,941464,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.14,Manuel Roffo,manuel-roffo,95,881166,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
1,59.14,3,1,0,1,1.85,23,4.35,0,0,2,2,9,0,0,1,0.0,55,11,0,1,0,0.0,7.14,Malcom Braida,malcom-braida,109,994453,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.13,Matías Mansilla,matias-mansilla,14,1099481,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
12,44.0,10,0,0,2,9.38,57,21.05,1,1,10,5,21,4,0,1,100.0,11,26,4,12,10,0.0,7.13,Gabriel Ávalos,gabriel-avalos,643,789453,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
3,56.25,4,0,1,1,2.37,32,9.38,2,1,1,1,18,0,0,0,0.0,36,10,0,2,2,0.0,7.13,David Barbona,david-barbona,72,789910,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
2,50.0,2,0,0,0,1.45,15,13.33,0,1,1,1,5,1,0,1,100.0,5,8,1,2,0,0.0,7.12,Carlos Quintana,carlos-quintana,37,33202,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
1,57.45,1,0,1,0,0.59,10,10.0,1,0,0,0,5,0,0,1,0.0,27,4,0,0,0,0.0,7.11,Matías García,matias-garcia,44,340863,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
13,37.5,7,1,0,1,12.19,89,14.61,1,5,19,11,31,2,0,0,100.0,9,51,2,13,8,0.0,7.11,Pablo Vegetti,pablo-vegetti,2050,583974,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
0,77.78,3,1,0,0,0.78,8,0.0,0,0,1,2,2,0,0,0,0.0,14,3,0,0,0,0.0,7.1,Enzo Pérez,enzo-perez,545,33958,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.24,2,0.0,0,0,1,0,1,0,0,0,0.0,0,1,0,0,0,0.0,7.1,Jonathan Galván,jonathan-galvan,38,789271,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.05,1,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,7.1,Lucas Merolla,lucas-merolla,98,833542,Huracán,huracan,Huracán,0,0,7629,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,7.1,Rodrigo Gallo,gallo-rodrigo,4,1003722,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,7.1,Aaron Anselmino,anselmino-aaron,110,1500263,Boca Juniors,boca-juniors,Boca Juniors,0,0,3202,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,7.1,Augusto Batalla,augusto-batalla,197,358910,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
1,92.86,2,0,0,0,1.28,18,5.56,0,0,1,1,3,0,0,0,0.0,13,13,0,1,1,0.0,7.1,Gastón Hernández,gaston-hernandez,98,980886,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
12,53.13,25,1,2,3,11.48,85,14.12,0,0,18,7,36,3,0,4,100.0,34,24,3,10,8,0.0,7.09,Nicolás Fernández,nicolas-fernandez,448,581804,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
0,75.0,8,0,0,1,2.29,28,0.0,0,0,11,2,8,0,0,0,0.0,27,12,0,0,0,0.0,7.08,Javier Cabrera,javier-cabrera,126,340087,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,100.0,5,0,0,0,1.16,30,0.0,0,0,2,2,10,0,0,0,0.0,2,15,0,0,0,0.0,7.08,Fabio Pereyra,fabio-pereyra,43,943995,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,7.08,Nahuel Losada,nahuel-losada,40,384552,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.07,Tomás Marchiori,tomas-marchiori,25,898750,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
5,67.21,13,0,1,2,6.48,44,11.36,7,0,1,4,12,4,0,0,100.0,41,19,4,4,5,0.0,7.07,Esequiel Barco,esequiel-barco,1520,848473,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
1,59.02,9,0,0,0,2.83,25,4.0,3,0,0,1,8,1,0,0,100.0,36,8,1,1,1,0.0,7.07,Gastón Lódico,gaston-lodico,156,922460,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.07,Enrique Bologna,enrique-bologna,80,107418,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
5,55.71,15,0,0,1,4.75,47,10.64,4,0,7,2,18,3,0,5,66.67,39,14,2,5,0,0.0,7.06,Ignacio Malcorra,ignacio-malcorra,143,789427,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
2,72.73,3,2,0,1,1.58,16,12.5,0,1,0,2,7,0,0,0,0.0,8,6,0,2,1,0.0,7.06,Tomás Belmonte,tomas-belmonte,275,881169,Lanús,lanus,Lanús,0,0,3218,#52b030,#52b030,#ffffff
4,53.33,7,0,2,2,2.74,29,13.79,13,0,0,0,9,2,2,4,100.0,8,13,2,2,0,15.38,7.06,Gonzalo Piovi,gonzalo-piovi,209,340537,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
1,68.18,3,1,0,1,1.0,13,7.69,0,0,0,0,3,0,0,0,0.0,15,7,0,1,1,0.0,7.06,Nazareno Colombo,nazareno-colombo,105,913596,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
4,66.67,2,0,0,1,1.73,23,17.39,0,2,0,1,6,0,0,1,0.0,6,15,0,4,1,0.0,7.05,Francisco Álvarez,francisco-alvarez,72,871788,Barracas Central,barracas-central,Barracas Central,0,0,65668,#52b030,#52b030,#ffffff
2,70.0,5,0,0,0,1.11,18,11.11,0,2,0,0,5,0,0,0,0.0,14,8,0,2,0,0.0,7.05,Aníbal Moreno,anibal-moreno,581,977677,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
1,0.0,0,0,0,0,0.12,2,50.0,0,0,0,0,2,0,0,0,0.0,0,0,0,1,1,0.0,7.05,Francisco González,francisco-gonzalez,131,983528,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
0,71.43,1,0,0,0,0.33,5,0.0,0,0,2,0,2,0,0,0,0.0,5,2,0,0,0,0.0,7.05,Juan Gabriel Rodríguez,juan-gabriel-rodriguez,45,155714,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.05,José Mauri,jose-mauri,126,284359,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,7.05,Jorge Carranza,jorge-carranza,15,340431,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
1,64.71,1,0,0,0,0.71,13,7.69,0,1,1,0,3,0,0,0,0.0,11,9,0,1,0,0.0,7.05,Matías Catalán,matias-catalan,272,249643,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.05,Franco Armani,franco-armani,2369,221140,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
0,93.33,2,0,0,0,0.3,6,0.0,0,0,0,0,3,0,0,0,0.0,14,1,0,0,0,0.0,7.05,Federico Fattori,federico-fattori,26,789640,Huracán,huracan,Huracán,0,0,7629,#52b030,#52b030,#ffffff
0,52.69,9,0,0,0,2.29,37,0.0,8,0,7,4,11,0,0,0,0.0,49,17,0,0,0,0.0,7.04,Sebastián Villa,sebastian-villa,1140,839983,Boca Juniors,boca-juniors,Boca Juniors,0,0,3202,#52b030,#52b030,#ffffff
0,68.42,9,0,0,0,0.67,25,0.0,0,0,0,0,4,0,0,0,0.0,26,12,0,0,0,0.0,7.04,Juan Cáceres,juan-caceres,157,989801,Lanús,lanus,Lanús,0,0,3218,#52b030,#52b030,#ffffff
1,61.54,8,0,0,0,2.54,41,2.44,13,0,0,0,10,1,0,1,100.0,24,23,1,1,0,0.0,7.04,Brahian Alemán,brahian-aleman,202,122912,Banfield,banfield,Banfield,0,0,3219,#52b030,#52b030,#ffffff
1,65.22,3,0,1,1,1.06,20,5.0,2,0,2,1,4,0,0,1,0.0,15,13,0,0,0,0.0,7.04,Gabriel Díaz,gabriel-diaz,49,1199053,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
4,67.44,8,0,1,0,2.94,34,11.76,5,0,6,1,13,0,0,2,0.0,116,13,0,3,2,0.0,7.04,Imanol Machuca,imanol-machuca,379,974698,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
2,70.59,2,0,1,0,1.05,14,14.29,0,0,3,1,8,0,0,2,0.0,24,4,0,1,0,0.0,7.04,Gastón Benedetti,gaston-benedetti,133,1018407,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
0,100.0,0,0,0,1,0.81,10,0.0,0,0,0,1,1,0,0,0,0.0,3,9,0,0,0,0.0,7.04,Santiago Núñez,santiago-nunez,92,1161819,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
0,57.78,3,2,0,0,0.86,11,0.0,0,0,4,2,0,0,0,0,0.0,26,8,0,0,0,0.0,7.04,Enzo Díaz,enzo-diaz,213,932937,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
0,76.47,2,0,0,1,0.88,18,0.0,1,0,1,1,6,0,0,0,0.0,26,10,0,0,0,0.0,7.03,Mauro Pittón,mauro-pitton,30,796958,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
0,48.57,5,0,0,0,0.8,22,0.0,2,0,1,1,4,0,0,0,0.0,17,13,0,0,0,0.0,7.03,Agustin Sant'Anna,agustin-santanna,126,869726,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.13,3,0.0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0.0,7.03,Emanuel Mammana,emanuel-mammana,350,358914,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
0,66.67,1,0,0,1,0.57,8,0.0,0,0,0,0,0,0,0,0,0.0,10,7,0,0,0,0.0,7.03,Federico Rasmussen,federico-rasmussen,14,932903,Godoy Cruz,godoy-cruz,Godoy Cruz,0,0,6074,#52b030,#52b030,#ffffff
4,49.55,14,0,0,1,4.46,48,8.33,0,1,2,1,14,1,0,1,100.0,55,20,1,4,2,0.0,7.03,Diego Valoyes,diego-valoyes,645,822088,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
4,48.48,7,0,2,1,2.43,38,10.53,5,1,14,1,17,0,1,3,0.0,32,14,0,2,0,20.0,7.03,Gastón Togni,gaston-togni,218,868361,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
3,63.64,2,0,0,0,1.24,15,20.0,0,3,0,2,9,0,0,0,0.0,7,4,0,3,0,0.0,7.03,Gustavo Velázquez,gustavo-velazquez,116,805427,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
3,53.09,7,0,0,0,3.56,33,9.09,2,0,4,2,15,1,0,1,0.0,43,11,0,3,2,0.0,7.02,Ramiro Sordo,ramiro-sordo,199,1087008,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
2,58.82,7,0,0,1,1.81,26,7.69,3,0,5,1,9,0,0,0,0.0,90,10,0,2,2,0.0,7.02,Nahuel Barrios,nahuel-barrios,319,875236,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
0,65.63,4,0,0,0,1.62,18,0.0,2,0,1,2,3,0,0,0,0.0,21,11,0,0,0,0.0,7.02,Fernando Zuqui,fernando-zuqui,61,284729,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
1,66.67,0,0,0,0,1.0,6,16.67,0,0,2,1,2,0,0,0,0.0,2,4,0,1,1,0.0,7.01,Guillermo Ortíz,guillermo-ortiz,13,250001,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
6,75.0,10,1,2,0,6.36,47,12.77,2,1,7,7,18,2,1,4,100.0,30,19,2,4,1,50.0,7.01,Luciano Gondou,luciano-gondou,460,1096378,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
0,60.71,2,0,0,0,0.92,8,0.0,0,0,2,1,1,0,0,0,0.0,17,5,0,0,0,0.0,7.01,Milton Casco,milton-casco,287,122710,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
2,31.25,3,0,2,0,0.95,13,15.38,4,0,1,2,7,0,1,0,0.0,5,3,0,0,2,25.0,7.01,José Sosa,jose-sosa,348,22981,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.25,5,0.0,0,0,1,0,2,0,0,0,0.0,2,3,0,0,0,0.0,7.01,Marco Di Cesare,marco-di-cesare,162,1017460,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,0.0,3,0,0,0,0.52,10,0.0,0,0,3,0,2,0,0,0,0.0,0,5,0,0,0,0.0,7.01,Leonardo Sigali,leonardo-sigali,114,33268,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
3,59.5,12,1,2,0,2.41,53,5.66,1,0,4,3,17,0,0,3,0.0,72,24,0,1,0,0.0,7.0,Jaminton Campaz,jaminton-campaz,875,877299,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,7.0,Jorge Broun,jorge-broun,68,789406,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
13,55.56,13,0,2,2,15.0,70,18.57,0,0,27,16,32,2,0,5,0.0,15,25,0,11,8,0.0,7.0,Michael Santos,michael-santos,398,339115,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,66.67,1,0,0,0,0.03,1,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,7.0,Agustín Urzi,agustin-urzi,222,965775,Banfield,banfield,Banfield,0,0,3219,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,Mateo Mendoza,mateo-mendoza,5,1467092,Godoy Cruz,godoy-cruz,Godoy Cruz,0,0,6074,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,Ignacio Chicco,ignacio-chicco,42,875398,Colón,colon,Colón,0,0,3207,#52b030,#52b030,#ffffff
