bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
6,1159,402,46,4,82.92,50,73.02,961,298,17,1,198,680,20.24,7.2,Nacho Fernández,nacho-fernandez,1311,340861,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
5,1175,310,101,3,76.17,48,51.79,895,322,28,2,280,601,23.93,7.2,Joaquín Pereyra,joaquin-pereyra,300,832213,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
0,69,0,4,0,85.51,0,36.36,59,51,0,0,10,8,0.0,7.2,Ian Glavinovich,glavinovich-ian,25,1384966,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
0,19,3,0,0,73.68,1,0.0,14,6,0,0,5,8,0.0,7.2,Gonzalo Gonzalez,gonzalo-gonzalez,3,1381878,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
1,1098,102,114,1,77.41,2,46.15,850,585,0,0,248,265,0.0,7.2,Tomás Cardona,tomas-cardona,83,849020,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
0,514,21,99,0,69.84,0,39.92,359,299,0,0,155,60,0.0,7.2,Sergio Romero,sergio-romero,2996,25566,Boca Juniors,boca-juniors,Boca Juniors,0,0,3202,#52b030,#52b030,#ffffff
0,622,40,66,0,84.08,1,60.0,523,401,0,0,99,122,0.0,7.18,Diego Godín,diego-godin,2137,14933,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,0,0,3208,#52b030,#52b030,#ffffff
0,844,29,47,1,80.57,3,40.52,680,511,0,0,164,169,0.0,7.18,Lautaro Giannetti,lautaro-giannetti,163,233856,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,0,0,3208,#52b030,#52b030,#ffffff
6,1025,338,62,3,78.15,38,59.62,801,241,15,0,224,575,19.23,7.18,Benjamín Rollheiser,benjamin-rollheiser,943,922454,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
0,1028,175,48,0,78.31,8,36.64,805,412,3,0,223,396,18.75,7.18,Kevin Mac Allister,kevin-mac-allister,752,895327,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,322,5,49,0,81.06,0,44.95,261,233,0,0,61,28,0.0,7.18,Alexis Martín Arias,alexis-martin-arias,68,340849,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
6,314,70,10,1,67.83,20,62.5,213,80,7,0,101,140,33.33,7.16,Mateo Retegui,mateo-retegui,3622,914501,Tigre,tigre,Tigre,0,0,7628,#52b030,#52b030,#ffffff
0,791,30,196,0,65.23,0,42.06,516,406,0,0,275,110,0.0,7.16,Guido Herrera,guido-herrera,75,248977,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
5,1040,58,48,1,83.75,8,40.34,871,611,3,0,169,263,50.0,7.15,Abel Luciatti,abel-luciatti,40,340727,Tigre,tigre,Tigre,0,0,7628,#52b030,#52b030,#ffffff
4,535,107,32,0,66.92,21,29.36,358,154,13,0,177,217,39.39,7.15,Matías Melluso,matias-melluso,195,895931,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
0,673,42,163,0,57.8,0,36.88,389,273,0,0,284,116,0.0,7.15,Andres Desabato,desabato-andres,16,941546,Barracas Central,barracas-central,Barracas Central,0,0,65668,#52b030,#52b030,#ffffff
3,957,57,123,1,83.59,7,58.02,800,561,3,0,157,242,30.0,7.14,Miguel Torren,miguel-torren,82,76383,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,310,71,5,0,65.16,12,83.33,202,67,0,0,108,135,0.0,7.14,Alejo Veliz,alejo-veliz,2634,1116987,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
1,751,26,45,1,88.68,3,57.69,666,504,0,0,85,162,0.0,7.14,Federico Gattoni,federico-gattoni,483,941464,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
1,288,28,76,0,53.82,1,36.71,155,90,0,0,133,65,0.0,7.14,Manuel Roffo,manuel-roffo,95,881166,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
5,937,246,23,2,75.99,30,32.86,712,265,28,0,225,475,24.14,7.14,Malcom Braida,malcom-braida,109,994453,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
0,230,19,57,0,40.0,0,29.23,92,45,0,0,138,47,0.0,7.13,Matías Mansilla,matias-mansilla,14,1099481,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
4,474,158,7,2,63.92,33,77.78,303,73,1,0,171,231,11.11,7.13,Gabriel Ávalos,gabriel-avalos,643,789453,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
5,589,233,41,5,81.32,37,70.69,479,138,19,0,110,360,28.79,7.13,David Barbona,david-barbona,72,789910,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
1,742,42,59,0,75.74,3,38.56,562,382,0,0,180,180,0.0,7.12,Carlos Quintana,carlos-quintana,37,33202,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
1,318,91,31,0,77.99,17,65.96,248,86,15,0,70,177,28.3,7.11,Matías García,matias-garcia,44,340863,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
3,470,106,15,1,61.28,16,71.43,288,94,6,0,182,200,20.69,7.11,Pablo Vegetti,pablo-vegetti,2050,583974,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
2,1291,218,56,1,88.54,16,64.37,1143,569,0,0,148,574,0.0,7.1,Enzo Pérez,enzo-perez,545,33958,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
1,463,28,39,1,80.78,3,45.88,374,246,0,0,89,128,0.0,7.1,Jonathan Galván,jonathan-galvan,38,789271,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
1,22,1,0,1,59.09,1,0.0,13,10,0,0,9,3,0.0,7.1,Lucas Merolla,lucas-merolla,98,833542,Huracán,huracan,Huracán,0,0,7629,#52b030,#52b030,#ffffff
0,29,6,2,0,44.83,0,25.0,13,4,0,0,16,9,0.0,7.1,Rodrigo Gallo,gallo-rodrigo,4,1003722,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
0,39,0,1,0,97.44,0,50.0,38,31,0,0,1,7,0.0,7.1,Aaron Anselmino,anselmino-aaron,110,1500263,Boca Juniors,boca-juniors,Boca Juniors,0,0,3202,#52b030,#52b030,#ffffff
0,546,54,195,0,51.1,2,42.48,279,113,0,0,267,166,0.0,7.1,Augusto Batalla,augusto-batalla,197,358910,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
0,937,122,41,0,84.95,4,47.13,796,441,1,0,141,356,14.29,7.1,Gastón Hernández,gaston-hernandez,98,980886,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
4,456,175,20,1,77.41,34,86.96,353,109,1,0,103,245,14.29,7.09,Nicolás Fernández,nicolas-fernandez,448,581804,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
4,580,212,13,2,72.59,45,40.63,421,114,40,1,159,347,30.08,7.08,Javier Cabrera,javier-cabrera,126,340087,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,947,75,126,0,69.48,2,44.21,658,443,1,0,289,216,100.0,7.08,Fabio Pereyra,fabio-pereyra,43,943995,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
0,676,44,180,0,71.45,0,48.78,483,366,0,0,193,117,0.0,7.08,Nahuel Losada,nahuel-losada,40,384552,Belgrano,belgrano,Belgrano,0,0,3203,#52b030,#52b030,#ffffff
0,602,44,166,0,57.31,1,39.24,345,202,0,0,257,143,0.0,7.07,Tomás Marchiori,tomas-marchiori,25,898750,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
4,981,344,30,3,88.38,32,78.95,867,232,9,0,114,644,18.75,7.07,Esequiel Barco,esequiel-barco,1520,848473,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
7,1441,383,84,2,82.3,43,61.31,1186,455,20,1,255,751,21.74,7.07,Gastón Lódico,gaston-lodico,156,922460,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
0,169,4,35,0,76.92,0,47.3,130,118,0,0,39,12,0.0,7.07,Enrique Bologna,enrique-bologna,80,107418,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
9,668,232,38,9,71.71,58,55.88,479,115,35,1,189,399,28.23,7.06,Ignacio Malcorra,ignacio-malcorra,143,789427,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
0,852,62,52,0,84.15,9,54.74,717,514,2,1,135,205,40.0,7.06,Tomás Belmonte,tomas-belmonte,275,881169,Lanús,lanus,Lanús,0,0,3218,#52b030,#52b030,#ffffff
3,1086,161,116,1,80.94,11,51.56,879,456,4,0,207,427,19.05,7.06,Gonzalo Piovi,gonzalo-piovi,209,340537,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
0,873,112,102,0,72.28,3,43.04,631,394,2,0,242,239,20.0,7.06,Nazareno Colombo,nazareno-colombo,105,913596,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
1,962,54,44,0,76.61,5,27.5,737,570,0,0,225,167,0.0,7.05,Francisco Álvarez,francisco-alvarez,72,871788,Barracas Central,barracas-central,Barracas Central,0,0,65668,#52b030,#52b030,#ffffff
1,920,158,53,1,83.37,11,57.61,767,358,1,0,153,410,20.0,7.05,Aníbal Moreno,anibal-moreno,581,977677,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
1,21,2,0,1,61.9,1,0.0,13,6,1,0,8,8,10.0,7.05,Francisco González,francisco-gonzalez,131,983528,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
0,708,34,48,0,82.49,4,46.6,584,429,0,0,124,155,0.0,7.05,Juan Gabriel Rodríguez,juan-gabriel-rodriguez,45,155714,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,23,4,0,0,82.61,0,0.0,19,8,0,0,4,11,0.0,7.05,José Mauri,jose-mauri,126,284359,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
0,423,23,115,0,60.05,0,40.93,254,169,0,0,169,85,0.0,7.05,Jorge Carranza,jorge-carranza,15,340431,Instituto Córdoba,instituto-cordoba,Instituto Córdoba,0,0,4937,#52b030,#52b030,#ffffff
2,1215,123,173,2,75.47,10,51.18,917,564,1,0,298,354,8.33,7.05,Matías Catalán,matias-catalan,272,249643,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,508,14,108,0,79.53,0,51.92,404,349,0,0,104,55,0.0,7.05,Franco Armani,franco-armani,2369,221140,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
1,1134,188,115,1,87.65,11,72.78,994,499,2,0,140,497,25.0,7.05,Federico Fattori,federico-fattori,26,789640,Huracán,huracan,Huracán,0,0,7629,#52b030,#52b030,#ffffff
8,500,160,29,2,76.6,31,63.04,383,111,29,1,117,301,25.66,7.04,Sebastián Villa,sebastian-villa,1140,839983,Boca Juniors,boca-juniors,Boca Juniors,0,0,3202,#52b030,#52b030,#ffffff
3,746,131,55,2,67.29,17,38.73,502,235,12,0,244,279,20.69,7.04,Juan Cáceres,juan-caceres,157,989801,Lanús,lanus,Lanús,0,0,3218,#52b030,#52b030,#ffffff
9,683,148,45,3,67.06,49,38.79,458,192,50,2,225,316,24.39,7.04,Brahian Alemán,brahian-aleman,202,122912,Banfield,banfield,Banfield,0,0,3219,#52b030,#52b030,#ffffff
3,400,79,32,1,63.25,17,43.24,253,114,21,0,147,160,30.0,7.04,Gabriel Díaz,gabriel-diaz,49,1199053,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
4,455,164,12,1,76.26,32,57.14,347,93,23,1,108,277,28.75,7.04,Imanol Machuca,imanol-machuca,379,974698,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
2,592,98,38,1,74.66,16,41.3,442,186,14,0,150,270,26.92,7.04,Gastón Benedetti,gaston-benedetti,133,1018407,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
0,633,37,44,0,79.78,3,45.83,505,356,0,0,128,149,0.0,7.04,Santiago Núñez,santiago-nunez,92,1161819,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
1,1028,195,54,2,83.85,12,53.47,862,419,7,0,166,450,16.28,7.04,Enzo Díaz,enzo-diaz,213,932937,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
3,927,179,49,1,77.02,24,50.0,714,329,14,0,213,399,60.87,7.03,Mauro Pittón,mauro-pitton,30,796958,Central Córdoba,central-cordoba,Central Córdoba,0,0,65676,#52b030,#52b030,#ffffff
6,625,113,35,3,65.12,20,32.71,407,189,15,0,218,233,21.43,7.03,Agustin Sant'Anna,agustin-santanna,126,869726,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
0,360,16,22,0,87.78,1,59.46,316,229,0,0,44,87,0.0,7.03,Emanuel Mammana,emanuel-mammana,350,358914,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
1,941,31,84,1,80.23,4,52.17,755,587,0,0,186,168,0.0,7.03,Federico Rasmussen,federico-rasmussen,14,932903,Godoy Cruz,godoy-cruz,Godoy Cruz,0,0,6074,#52b030,#52b030,#ffffff
10,457,151,10,6,71.12,29,29.41,325,84,3,0,132,244,9.68,7.03,Diego Valoyes,diego-valoyes,645,822088,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
8,331,139,5,5,71.6,38,33.33,237,54,39,0,94,222,31.71,7.03,Gastón Togni,gaston-togni,218,868361,Defensa y Justicia,defensa-y-justicia,Defensa y Justicia,0,0,36839,#52b030,#52b030,#ffffff
1,1054,68,41,0,83.4,3,40.2,879,623,0,0,175,256,0.0,7.03,Gustavo Velázquez,gustavo-velazquez,116,805427,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
2,408,104,22,2,69.12,23,57.89,282,99,15,0,126,198,17.44,7.02,Ramiro Sordo,ramiro-sordo,199,1087008,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
2,836,310,37,1,83.97,42,74.0,702,174,37,0,134,565,39.78,7.02,Nahuel Barrios,nahuel-barrios,319,875236,San Lorenzo,san-lorenzo,San Lorenzo,0,0,3201,#52b030,#52b030,#ffffff
3,711,163,41,4,78.76,46,55.41,560,212,35,0,151,383,37.23,7.02,Fernando Zuqui,fernando-zuqui,61,284729,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
0,822,29,38,0,86.86,4,53.52,714,523,0,0,108,191,0.0,7.01,Guillermo Ortíz,guillermo-ortiz,13,250001,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
3,368,95,7,2,67.12,27,63.64,247,77,4,0,121,174,21.05,7.01,Luciano Gondou,luciano-gondou,460,1096378,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
0,1158,263,62,4,79.62,23,55.36,922,389,19,0,236,552,37.25,7.01,Milton Casco,milton-casco,287,122710,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
3,517,145,30,3,81.24,24,62.5,420,126,17,0,97,311,39.53,7.01,José Sosa,jose-sosa,348,22981,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
1,851,28,49,1,80.49,3,37.12,685,552,0,0,166,133,0.0,7.01,Marco Di Cesare,marco-di-cesare,162,1017460,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
1,1185,149,108,0,84.39,4,59.02,1000,555,1,0,185,446,11.11,7.01,Leonardo Sigali,leonardo-sigali,114,33268,Racing Club,racing-club,Racing Club,0,0,3215,#52b030,#52b030,#ffffff
7,585,194,20,5,74.53,28,57.14,436,109,14,1,149,341,16.09,7.0,Jaminton Campaz,jaminton-campaz,875,877299,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
0,549,30,168,0,67.94,1,49.12,373,270,0,0,176,103,0.0,7.0,Jorge Broun,jorge-broun,68,789406,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
6,229,49,6,5,60.26,14,60.0,138,59,1,1,91,80,8.33,7.0,Michael Santos,michael-santos,398,339115,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,11,4,0,0,54.55,3,0.0,6,1,2,0,5,7,100.0,7.0,Agustín Urzi,agustin-urzi,222,965775,Banfield,banfield,Banfield,0,0,3219,#52b030,#52b030,#ffffff
0,26,4,2,0,57.69,0,28.57,15,7,0,0,11,8,0.0,7.0,Mateo Mendoza,mateo-mendoza,5,1467092,Godoy Cruz,godoy-cruz,Godoy Cruz,0,0,6074,#52b030,#52b030,#ffffff
0,662,25,137,0,63.9,0,37.13,423,329,0,0,239,94,0.0,7.0,Ignacio Chicco,ignacio-chicco,42,875398,Colón,colon,Colón,0,0,3207,#52b030,#52b030,#ffffff
3,1109,102,118,1,76.65,8,51.53,850,577,0,0,259,273,0.0,7.0,Cristian Lema,cristian-lema,143,106384,Lanús,lanus,Lanús,0,0,3218,#52b030,#52b030,#ffffff
0,337,18,72,0,60.53,0,35.29,204,155,0,0,133,49,0.0,6.99,Santiago Mele,santiago-mele,219,846421,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
2,1577,268,117,1,79.07,16,54.67,1247,605,2,0,330,644,40.0,6.99,Jorge Rodríguez,jorge-rodriguez,109,583332,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
0,547,37,51,0,64.17,0,34.0,351,229,1,0,196,123,50.0,6.99,Marco Pellegrino,pellegrino-marco,735,1095023,Platense,platense,Platense,0,0,36837,#52b030,#52b030,#ffffff
1,1045,98,67,1,75.12,9,30.59,785,517,3,0,260,271,25.0,6.99,Claudio Corvalán,claudio-corvalan,19,249383,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
0,886,70,90,1,72.91,7,46.15,646,422,0,0,240,224,0.0,6.98,Leonardo Morales,leonardo-morales,72,895342,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia y Esgrima,0,0,3205,#52b030,#52b030,#ffffff
0,129,10,53,0,53.49,0,46.9,69,28,0,0,60,41,0.0,6.98,José Devecchi,jose-devecchi,83,578460,Sarmiento,sarmiento,Sarmiento,0,0,42338,#52b030,#52b030,#ffffff
3,663,89,44,0,84.31,12,65.67,559,302,10,0,104,267,47.62,6.98,Bautista Kociubinski,bautista-kociubinski,58,1086935,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
2,1213,293,46,1,82.77,14,54.76,1004,393,3,0,209,614,23.08,6.98,Santiago Ascacíbar,santiago-ascacibar,594,830667,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes de La Plata,0,0,3206,#52b030,#52b030,#ffffff
1,254,34,23,0,80.31,3,52.27,204,110,1,0,50,95,33.33,6.98,Pablo Minissale,pablo-minissale,40,1017448,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,801,41,168,0,63.3,5,36.92,507,388,0,0,294,119,0.0,6.98,Alejandro Medina,alejandro-medina,25,941532,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal de Sarandí,0,0,3221,#52b030,#52b030,#ffffff
0,477,42,38,0,74.0,8,40.43,353,254,0,0,124,99,0.0,6.98,Oscar Piris,oscar-piris,5,933167,Unión,union,Unión,0,0,3204,#52b030,#52b030,#ffffff
3,1211,141,125,1,84.39,20,62.5,1022,580,1,1,189,443,33.33,6.98,Rodrigo Villagra,rodrigo-villagra,227,978563,Talleres,talleres,Talleres,0,0,3210,#52b030,#52b030,#ffffff
0,80,4,18,0,42.5,0,28.13,34,20,0,0,46,14,0.0,6.98,Gaspar Servio,gaspar-servio,143,581628,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
0,871,63,89,0,75.66,5,41.4,659,463,0,0,212,196,0.0,6.97,Facundo Mallo,facundo-mallo,73,877400,Rosario Central,rosario-central,Rosario Central,0,0,3217,#52b030,#52b030,#ffffff
2,898,140,87,3,68.49,27,39.19,615,344,30,0,283,301,36.59,6.97,Rafael Delgado,rafael-delgado,27,799653,Colón,colon,Colón,0,0,3207,#52b030,#52b030,#ffffff
7,401,138,8,7,68.58,28,57.14,275,58,11,0,126,228,22.92,6.97,Pablo Solari,pablo-solari,1627,1018450,River Plate,river-plate,River Plate,0,0,3211,#52b030,#52b030,#ffffff
2,1068,128,54,1,88.48,23,56.84,945,533,18,0,123,430,42.86,6.97,Franco Moyano,franco-moyano,78,901471,Argentinos Juniors,argentinos-juniors,Argentinos Juniors,0,0,3216,#52b030,#52b030,#ffffff
0,242,51,6,0,81.4,6,37.5,197,88,8,0,45,117,30.77,6.97,Armando Méndez,armando-mendez,65,941403,Newell's Old Boys,newells-old-boys,Newell's Old Boys,0,0,3212,#52b030,#52b030,#ffffff
1,1147,209,83,0,76.63,16,53.21,879,409,1,0,268,471,4.76,6.97,Santiago Hezze,santiago-hezze,782,989886,Huracán,huracan,Huracán,0,0,7629,#52b030,#52b030,#ffffff
7,528,115,7,4,57.58,24,36.84,304,96,3,0,224,211,33.33,6.96,Marcelo Estigarribia,marcelo-estigarribia,54,943166,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,0,0,36833,#52b030,#52b030,#ffffff
0,407,29,25,0,79.61,1,36.76,324,235,1,0,83,90,100.0,6.96,Brian Leizza,brian-leizza,20,1016644,Tigre,tigre,Tigre,0,0,7628,#52b030,#52b030,#ffffff
