name,slug,shortName,gender,userCount,nameCode,disabled,national,type,id,fullName,foundationDateTimestamp,sport.name,sport.slug,sport.id,category.name,category.slug,category.sport.name,category.sport.slug,category.sport.id,category.id,category.flag,category.alpha2,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,primaryUniqueTournament.name,primaryUniqueTournament.slug,primaryUniqueTournament.primaryColorHex,primaryUniqueTournament.secondaryColorHex,primaryUniqueTournament.category.name,primaryUniqueTournament.category.slug,primaryUniqueTournament.category.sport.name,primaryUniqueTournament.category.sport.slug,primaryUniqueTournament.category.sport.id,primaryUniqueTournament.category.id,primaryUniqueTournament.category.flag,primaryUniqueTournament.category.alpha2,primaryUniqueTournament.userCount,primaryUniqueTournament.hasPerformanceGraphFeature,primaryUniqueTournament.id,primaryUniqueTournament.displayInverseHomeAwayTeams,manager.name,manager.slug,manager.shortName,manager.id,manager.country.alpha2,manager.country.name,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,country.alpha2,country.name,teamColors.primary,teamColors.secondary,teamColors.text
São Paulo,sao-paulo,São Paulo,M,160434,SPA,False,False,0,1981,São Paulo,-1074384000,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,439,83,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Dorival Júnior,dorival-junior,D. Júnior,123956,BR,Brazil,Sao Paulo,Estádio Cicero Pompeu de Toledo,67052,694,BR,Brazil,BR,Brazil,#ffffff,#000000,#000000
Cruzeiro,cruzeiro,Cruzeiro,M,79902,CRU,False,False,0,1954,Cruzeiro,-1546214400,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série B,brasileirao-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série B,brasileirao-serie-b,#3F01FF,#c5be02,Brazil,brazil,Football,football,1,13,brazil,BR,84594,True,390,False,288,1449,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Paulo Autuori,paulo-autuori,P. Autuori,785403,BR,Brazil,Belo Horizonte,Governador Magalhaes Pinto,62000,649,BR,Brazil,BR,Brazil,#0033cc,#0033cc,#0033cc
Fortaleza,fortaleza,Fortaleza,M,73132,FOR,False,False,0,2020,Fortaleza,-1615939200,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,439,83,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Juan Pablo Vojvoda,juan-pablo-vojvoda,J. P. Vojvoda,786600,AR,Argentina,Fortaleza,Arena Castelão,63903,16153,BR,Brazil,BR,Brazil,#0000ff,#ff0000,#ff0000
Vasco da Gama,vasco-da-gama,Vasco,M,103340,VAS,False,False,0,1974,Vasco da Gama,-2252016000,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série B,brasileirao-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série B,brasileirao-serie-b,#3F01FF,#c5be02,Brazil,brazil,Football,football,1,13,brazil,BR,84594,True,390,False,288,1449,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Ramón Díaz,ramon-diaz,Ramón Díaz,784889,AR,Argentina,Rio de Janeiro,Estádio São Januário,21880,755,BR,Brazil,BR,Brazil,#ffffff,#000000,#000000
Corinthians,corinthians,Corinthians,M,174419,COR,False,False,0,1957,Corinthians,-1872460800,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,439,83,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Mano Menezes,mano-menezes,Mano Menezes,108391,BR,Brazil,Sao Paulo,Neo Química Arena,49205,13318,BR,Brazil,BR,Brazil,#ffffff,#000000,#000000
Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,58804,BRA,False,False,0,1999,Red Bull Bragantino,-1324857600,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,439,83,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Pedro Caixinha,pedro-caixinha,Pedro Caixinha,125341,PT,Portugal,Braganca Paulista,Estadio Nabi Abi Chedid,15000,4572,BR,Brazil,BR,Brazil,#363636,#d8d8d6,#d8d8d6
Fluminense,fluminense,Fluminense,M,113402,FLU,False,False,0,1961,Fluminense,-2128550400,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,439,83,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Fernando Diniz,fernando-diniz,F. Diniz,789746,BR,Brazil,Rio de Janeiro,Estádio do Maracanã,78838,686,BR,Brazil,BR,Brazil,#660000,#006633,#006633
Goiás,goias,Goiás,M,39854,GGO,False,False,0,1960,Goiás,-843868800,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série B,brasileirao-serie-b,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série B,brasileirao-serie-b,#3F01FF,#c5be02,Brazil,brazil,Football,football,1,13,brazil,BR,84594,True,390,False,288,1449,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Mário Henrique de Souza Rocha,mario-henrique-de-souza-rocha,M. H. d. S. Rocha,802285,BR,Brazil,Goiania,Estádio Hailé Pinheiro,12500,27074,BR,Brazil,BR,Brazil,#006633,#ffffff,#ffffff
América Mineiro,america-mineiro,América-MG,M,43928,AMG,False,False,0,1973,América Mineiro,-1820016000,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,439,83,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,Diogo Giacomini,diogo-giacomini,D. Giacomini,786371,BR,Brazil,Belo Horizonte,Arena Independência,23000,7112,BR,Brazil,BR,Brazil,#056635,#ffffff,#ffffff
Cuiabá,cuiaba,Cuiabá,M,31008,CUI,False,False,0,49202,Cuiabá,1615852800,Football,football,1,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,439,83,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,BR,278678,True,325,False,António Oliveira,antonio-jose-cardoso-de-oliveira,A. Oliveira,795721,PT,Portugal,Cuiaba,Arena Pantanal,42968,13314,BR,Brazil,BR,Brazil,#ffffff,#006600,#006600
